Cooling_SP,Wall_U,Window_U ,Floor_U,Roof_U,Window_SHGC,Infiltration_rate ,Sensible HR_Eff,EUI-Baseline,IDD-Baseline,OCI-Baseline
21,0.392538968,2.363799021,0.349519589,0.346635426,0.172207656,0.36559496,0.579346044,167.4871957,1.110996647,94.79775278
22,0.492499759,1.216648207,0.416364473,0.362483293,0.172257421,0.952761879,0.882967198,261.7380973,1.089806409,148.1437631
20,0.742919529,1.633287811,0.667426522,0.315291033,0.228679916,0.470375538,0.759168379,184.9118737,1.168396153,104.6601205
24,0.248756649,1.920142632,0.320399815,0.152888649,0.132966169,0.502396989,0.875837172,185.277053,0.605600572,104.866812
24,0.313326458,2.529458372,0.713553797,0.301450194,0.100037725,0.360894025,0.646417773,164.2337075,0.901753009,92.95627845
20,0.363055933,3.129505747,0.659460247,0.333615218,0.245592338,0.815545049,0.727231707,241.711289,1.259682599,136.8085896
22,0.384239529,1.588746294,0.4866733,0.19782865,0.268232857,0.331950832,0.624008633,162.3745126,1.024974171,91.90397411
23,0.548267774,2.822602332,0.572559878,0.156951414,0.197363538,0.790827332,0.886968483,221.559459,0.822340612,125.4026538
20,0.384913418,1.414819341,0.231060242,0.151739699,0.224328172,0.956580387,0.721527187,250.3953567,0.820669241,141.7237719
22,0.557998064,2.313209522,0.687164321,0.218769541,0.22248299,0.802271662,0.879120181,237.1718529,0.99190222,134.2392688
21,0.549007362,1.194288892,0.289897279,0.396112523,0.206498446,0.698059975,0.590376086,210.3038623,1.259519704,119.0319861
23,0.375247321,3.400782194,0.536064052,0.20994194,0.123890333,0.563475648,0.513932598,198.1532171,0.865360516,112.1547209
24,0.41172122,2.575283028,0.530427692,0.179590752,0.138790392,0.543500037,0.50152608,182.2582358,0.817067832,103.1581614
23,0.510898937,1.147755331,0.777745231,0.36705911,0.100704811,0.368273822,0.522667206,167.1014703,1.036614696,94.57943217
22,0.475545773,1.244986294,0.238298044,0.175218633,0.110480839,0.30370724,0.643088939,141.968037,0.615299141,80.35390897
23,0.653668862,2.090092304,0.407595253,0.209111737,0.239470941,0.993549776,0.82620458,256.3357683,1.019565584,145.0860449
23,0.20715136,2.873975648,0.6245932,0.394680524,0.288669078,0.859698366,0.550636812,238.0946083,1.484672543,134.7615483
22,0.712715418,2.264102177,0.479364108,0.280492304,0.149713346,0.996699895,0.699033871,269.2427294,1.030629579,152.3913848
22,0.463065013,3.205900397,0.504062438,0.240359849,0.180365269,0.68076413,0.570069358,205.9341149,1.001103417,116.558709
20,0.514406345,1.129513182,0.722384161,0.232421147,0.269437669,0.541303362,0.841026763,196.0971468,1.037666799,110.9909851
23,0.368668706,1.619623224,0.712553101,0.157762048,0.263823398,0.347906209,0.881670511,150.4324492,0.861178808,85.14476624
24,0.422751881,1.551915948,0.348285231,0.315901671,0.156239349,0.894411632,0.826115196,238.8870769,0.982317973,135.2100855
23,0.452389163,3.381934555,0.390916007,0.315646114,0.295499635,0.530945579,0.765099052,195.1665642,1.332909811,110.4642753
24,0.416510184,3.050957285,0.499655052,0.207857036,0.263024585,0.911181244,0.885447835,242.6323473,1.045112796,137.3299086
23,0.518517038,1.996619789,0.464248551,0.227966709,0.113001441,0.790692334,0.510056158,235.3421844,0.873411326,133.2036764
22,0.684377439,2.052674533,0.359692652,0.366853808,0.295327825,0.402351147,0.860131968,161.7377816,1.340128858,91.54358436
24,0.210273374,1.647298884,0.753556087,0.2445231,0.210376497,0.465186908,0.572803666,170.8679621,0.995476291,96.71126655
24,0.382168529,3.465387594,0.299578918,0.167912955,0.237746026,0.439981357,0.547690044,179.225703,1.012613363,101.4417479
24,0.253003167,2.848744094,0.31736828,0.210578983,0.261536066,0.687198101,0.71983283,206.7517523,1.040373558,117.0214918
24,0.540219274,1.253950184,0.574389238,0.296671153,0.220952887,0.899917571,0.520017516,242.9956306,1.197192652,137.5355269
22,0.332831721,1.246567641,0.290213754,0.312398699,0.217850321,0.604583941,0.835979801,205.4295741,1.048287765,116.2731389
20,0.645633988,1.632971888,0.447383518,0.169214168,0.249869302,0.591681474,0.755258899,203.9735412,0.942715425,115.4490243
22,0.467974376,1.531638674,0.224779533,0.244760616,0.278513173,0.570309291,0.60669108,189.3376645,1.131686561,107.1651181
20,0.415599884,2.854219916,0.767199865,0.261309885,0.260221609,0.83415752,0.570269799,233.0802185,1.193024122,131.9234037
24,0.679291716,1.148761992,0.477217196,0.248197746,0.233516353,0.752327043,0.789202165,229.7775533,1.075300844,130.0540952
23,0.424968354,3.076251158,0.623947702,0.211203621,0.194202991,0.410077603,0.653701914,173.6141932,0.958591261,98.26563334
24,0.758874604,1.746924516,0.770984702,0.246136512,0.140045459,0.610710561,0.619324696,205.9393636,0.972129005,116.5616798
24,0.642165103,2.766657569,0.791916372,0.302784083,0.102062324,0.59510717,0.571740374,203.3181632,1.016310666,115.0780804
20,0.508123295,2.890741968,0.671070825,0.302733025,0.113722877,0.69376834,0.715806174,219.2892729,0.941748097,124.1177285
22,0.310257501,1.948681364,0.442767061,0.161462503,0.267537869,0.731628114,0.579774734,227.7371492,1.002183475,128.8992264
20,0.779640758,2.822326833,0.69605267,0.370704412,0.114666729,0.62481625,0.57120238,209.5779825,1.145750845,118.6211381
20,0.340471789,2.067284076,0.286232042,0.394948581,0.205872649,0.890609143,0.84208486,240.2466917,1.176580642,135.9796275
22,0.286519868,2.756866324,0.336270777,0.25602865,0.107887253,0.819319585,0.739151323,226.0016735,0.793640942,127.9169472
23,0.728746583,2.037500324,0.48416071,0.334839725,0.290652255,0.347550375,0.627680491,166.3078794,1.392417389,94.13025976
22,0.702254861,2.567253615,0.303812811,0.347533517,0.128387257,0.508543554,0.552498195,190.178594,1.110334375,107.6410842
21,0.449340158,1.958695208,0.323741888,0.26078678,0.239977338,0.346052771,0.742341276,151.3446699,1.0262159,85.66108317
21,0.406271888,2.963988487,0.795021624,0.170273421,0.22110997,0.430441936,0.584211847,177.9690466,0.950370035,100.7304804
20,0.260784442,3.380707044,0.457260188,0.160168416,0.148701576,0.827650597,0.752777507,227.7112096,0.709946079,128.8845446
20,0.703746385,2.712070252,0.53105181,0.178942136,0.216900634,0.538410546,0.851315147,181.5872915,0.881408921,102.778407
20,0.683558983,1.524812369,0.290906786,0.337642572,0.21256621,0.794308954,0.886365644,236.7808321,1.129499811,134.017951
22,0.483482968,3.109224933,0.717010622,0.35214648,0.250582753,0.955564066,0.559758645,265.7548944,1.401988908,150.4172702
23,0.648660751,2.406207735,0.677852719,0.192785081,0.168102436,0.80627661,0.565711347,226.0441213,0.925953006,127.9409726
21,0.476418732,1.300305087,0.389108461,0.346744823,0.224268193,0.316169942,0.647024336,160.0113194,1.179788739,90.56640677
22,0.370825307,3.380955282,0.726545962,0.392168112,0.182719207,0.99136589,0.70645851,269.5246394,1.285641809,152.5509459
23,0.474416332,2.537861766,0.342163349,0.150709119,0.173058615,0.533980173,0.606822616,193.2881497,0.810626851,109.4010927
24,0.718540618,3.208735072,0.478930803,0.191776892,0.255018413,0.793498177,0.779655421,236.4588835,1.103318434,133.8357281
20,0.565719808,2.745119585,0.503811962,0.265029449,0.294907317,0.857570474,0.665185893,236.9672508,1.252722188,134.123464
22,0.671337432,3.032741023,0.67664037,0.203191578,0.160363745,0.535136187,0.672039185,193.5467334,0.916118225,109.5474511
21,0.740201601,1.75534435,0.79804118,0.25159494,0.272538739,0.847905694,0.780273936,234.3231756,1.16610675,132.6269174
22,0.25540379,1.993127173,0.473879145,0.223048626,0.101618427,0.89399736,0.834771362,237.3127215,0.679875947,134.3190003
22,0.37289737,2.500205363,0.603656263,0.22539375,0.107456657,0.860062367,0.583013169,246.2187315,0.830876762,139.359802
20,0.269970219,2.553080375,0.70544661,0.214924231,0.170987689,0.556577617,0.882853538,183.6667978,0.76695391,103.9554076
22,0.444900257,1.850410743,0.502923498,0.323997892,0.287728603,0.951230394,0.516197638,265.7196233,1.38726416,150.3973068
20,0.528688954,1.352380318,0.570749887,0.19232089,0.194051402,0.681130844,0.527198896,206.6569551,0.89514747,116.9678366
22,0.302416784,1.268824908,0.404165747,0.155839192,0.299695058,0.503100321,0.670331667,177.7760538,0.964254746,100.6212464
23,0.223012746,2.163931712,0.287885041,0.182734017,0.162872531,0.558285063,0.65051687,184.1683604,0.76192738,104.239292
20,0.690505873,2.541851079,0.608758485,0.200914445,0.246239294,0.54787546,0.689180459,197.542765,1.045345003,111.809205
22,0.302428739,3.467988307,0.47346092,0.154742337,0.278911295,0.485459925,0.689401357,186.9877587,1.001871066,105.8350714
22,0.349074675,2.112617559,0.301176836,0.30688158,0.189715639,0.591058042,0.528976855,204.4846126,1.107707904,115.7382908
21,0.797058521,1.870999933,0.261648514,0.373903294,0.269774947,0.625822378,0.666901074,211.685894,1.408454866,119.814216
24,0.43745433,2.89496501,0.728743466,0.340732199,0.279441208,0.789730184,0.509612323,226.4126119,1.429784527,128.1495383
24,0.62383084,1.561044153,0.277326936,0.286501276,0.224760234,0.549738035,0.57591386,197.8857335,1.168076307,112.0033252
23,0.379771951,1.408040636,0.414506835,0.161651211,0.143776218,0.962404071,0.690088976,249.6924085,0.718273445,141.3259032
22,0.699433358,1.354215173,0.264296816,0.36837637,0.144218774,0.575907048,0.530496158,201.7537003,1.154524947,114.1925944
22,0.641343997,2.689445886,0.502080928,0.216407851,0.222046808,0.619019342,0.676730483,195.8814376,1.022590471,110.8688937
20,0.371055954,2.721763914,0.257086559,0.216585729,0.208032774,0.597546269,0.692540232,204.6531043,0.932685267,115.833657
24,0.266561371,2.309250024,0.401563663,0.260387958,0.294832352,0.827578787,0.788503087,230.3908029,1.173449006,130.4011945
23,0.318900299,3.131799904,0.268133547,0.203325705,0.139170255,0.790114319,0.82930289,233.265769,0.782064145,132.0284252
20,0.655335252,3.332404375,0.402141425,0.203556141,0.238667456,0.900567839,0.768226419,254.4044906,1.053448831,143.9929417
22,0.611115572,3.321427964,0.203194251,0.374869886,0.173053836,0.339172026,0.61944677,150.3693461,1.19665588,85.10904988
24,0.426292895,2.940799995,0.732140831,0.171158292,0.130103836,0.44658136,0.569192985,178.4532931,0.800015264,101.0045639
21,0.72750181,2.780719925,0.33878042,0.227345696,0.196448608,0.390865674,0.870182761,156.9713983,0.915408489,88.84581141
23,0.302153409,1.279032822,0.719226602,0.197365809,0.180808254,0.754554072,0.634459279,217.1148369,0.852770107,122.8869977
23,0.748996055,1.357968684,0.732022838,0.15796474,0.158075251,0.863508909,0.586756308,247.389984,0.861014407,140.0227309
20,0.556270377,1.994843126,0.527590262,0.361530097,0.255292516,0.860707621,0.824902438,236.3298329,1.273482371,133.7626854
22,0.670557232,3.114810054,0.789122863,0.346141213,0.191795241,0.931408672,0.893316844,258.6018456,1.20738517,146.3686446
23,0.650014127,2.659209974,0.738739954,0.235786517,0.192928875,0.7947591,0.533496948,225.0870135,1.076219038,127.3992497
20,0.529274558,1.696324033,0.317316222,0.313305913,0.200033294,0.633324846,0.774989954,198.0412571,1.041352493,112.0913515
20,0.667355713,1.828297067,0.453331743,0.370823514,0.138355601,0.44826555,0.637729678,180.5006206,1.101776027,102.1633513
24,0.382115235,2.810590343,0.397813342,0.384663677,0.281103972,0.984808838,0.689962534,269.8640952,1.469404288,152.7430779
23,0.711110989,2.995321904,0.727454701,0.185491314,0.280369457,0.743375675,0.583080277,230.1866071,1.196651131,130.2856196
21,0.240748676,2.871826825,0.430720321,0.317843178,0.157819752,0.494720958,0.718515735,174.5249506,0.977212692,98.78112202
21,0.77571042,1.70525651,0.473686651,0.253629043,0.15066681,0.685356086,0.64889419,218.6820635,0.956503785,123.774048
22,0.318143291,3.081797802,0.488082323,0.264907252,0.262113441,0.433608469,0.604030476,166.859067,1.155199169,94.44223192
23,0.422971213,2.379191819,0.755010781,0.170316362,0.141581147,0.637774764,0.603495241,197.3682009,0.777791353,111.7104017
23,0.588814441,1.778859638,0.207471822,0.15995862,0.232316989,0.525165983,0.685656879,192.5234406,0.915597974,108.9682674
21,0.757003108,1.679606944,0.585618746,0.261843495,0.258859629,0.531848108,0.630211889,195.7163026,1.194969636,110.7754273
22,0.241579648,2.189506518,0.73832781,0.302135028,0.110567849,0.607551543,0.8382877,203.9441847,0.843927497,115.4324086
21,0.321713201,1.777408925,0.225560565,0.330704923,0.10083924,0.394388759,0.629417225,157.6947301,0.86833453,89.25521726
20,0.619249039,3.148348956,0.539477942,0.355577519,0.27150711,0.440602641,0.575290282,169.5873524,1.374689822,95.98644143
20,0.645766011,3.038030008,0.610787732,0.299685895,0.192224948,0.870180677,0.88610972,248.6246223,1.084604627,140.7215362
23,0.45552933,2.039324342,0.242926134,0.300943733,0.145990295,0.861048557,0.742371085,246.382074,0.9841202,139.4522539
20,0.430207916,3.251724924,0.412151065,0.158051009,0.114636412,0.355187541,0.588720232,150.9724131,0.661341406,85.45038583
21,0.798298119,2.188240294,0.311592944,0.34958418,0.205978411,0.792655193,0.508253938,238.6784077,1.305856791,135.0919788
21,0.347718581,1.775150291,0.231074069,0.214159281,0.132564023,0.315414336,0.69080469,156.8711075,0.725655662,88.78904686
20,0.593243191,3.487688768,0.386211083,0.391830306,0.162944369,0.620806115,0.676456721,196.4629157,1.201521627,111.1980103
23,0.493522877,2.047998121,0.760073647,0.306859229,0.16365678,0.823575664,0.592180571,241.8718863,1.103878126,136.8994876
24,0.52624355,2.184059072,0.386108286,0.236917713,0.102972773,0.790239976,0.869579867,232.7036148,0.770278302,131.710246
22,0.669799148,3.469875919,0.311560619,0.317867463,0.268690954,0.52578006,0.892250627,193.2823629,1.268069351,109.3978174
20,0.335753341,2.190604305,0.585739418,0.242717675,0.294847069,0.67609987,0.621074666,219.9291423,1.180026234,124.4798945
21,0.744122268,2.518953816,0.430028572,0.174297297,0.286398843,0.399943656,0.804527309,160.4140717,1.019310714,90.7943646
24,0.355669433,1.398909285,0.646341588,0.266262533,0.248825166,0.53531103,0.755746199,194.7234487,1.095029479,110.213472
23,0.304596025,1.480614935,0.42878385,0.361392723,0.207844861,0.649436935,0.66929423,213.8408704,1.187256907,121.0339327
20,0.300837097,3.369097992,0.36527402,0.261905536,0.216401689,0.4174781,0.864018442,161.8977283,0.958856035,91.6341142
24,0.540093842,3.09488915,0.357636306,0.18407875,0.266473456,0.374127796,0.803662197,167.6784637,1.031737778,94.90601046
21,0.507118215,1.292456352,0.436525636,0.16977051,0.167263504,0.38280989,0.684996042,168.4975602,0.748667897,95.36961905
24,0.331155068,2.017154333,0.448863517,0.294995854,0.145287509,0.583175255,0.843157601,187.4628682,0.896596698,106.1039834
24,0.711293471,1.156709758,0.467332618,0.387413752,0.128785089,0.571556958,0.727182882,186.8571122,1.098126827,105.7611255
20,0.447069103,3.021436747,0.246785712,0.379653856,0.265656704,0.856435626,0.815894459,235.7901533,1.327891733,133.4572268
23,0.549483206,1.352425296,0.431669178,0.225531495,0.220833156,0.379535099,0.730015564,168.7028836,0.974882226,95.48583214
24,0.547301416,2.529277592,0.388198927,0.396441415,0.154460208,0.65307386,0.544031841,214.3376842,1.260653954,121.3151292
20,0.709521004,2.238641197,0.758877433,0.25457449,0.160671661,0.688608187,0.772293603,206.3256057,0.927641717,116.7802928
22,0.690162736,1.918282278,0.33607998,0.202427681,0.250996343,0.608804143,0.642911625,207.4186772,1.066033753,117.3989713
21,0.69381066,1.847729933,0.657586175,0.178491,0.297589816,0.400974125,0.604540874,174.7848292,1.113533676,98.92821331
21,0.463760048,2.223877955,0.652866914,0.305795592,0.266885829,0.654780847,0.502014797,216.9208992,1.309741642,122.7772289
20,0.310695531,2.650005707,0.690799488,0.239210148,0.113425919,0.472260972,0.530523229,171.103703,0.804332665,96.8446959
23,0.394241077,3.196589241,0.504906897,0.174232587,0.198946873,0.933451547,0.703849319,258.6911621,0.925493811,146.4191977
21,0.553836465,1.896898772,0.69914843,0.24420364,0.267544292,0.453108918,0.639764708,182.8072848,1.146782111,103.4689232
21,0.418350689,1.800021054,0.420386409,0.250577709,0.112966068,0.780280516,0.776935145,232.3676433,0.786617593,131.5200861
23,0.37348564,2.50200153,0.564806924,0.190597385,0.146510687,0.852057781,0.65194967,232.2611794,0.811484569,131.4598275
20,0.498646248,1.459764958,0.697991408,0.33699529,0.194249289,0.593715066,0.88359327,203.6013805,1.067963883,115.2383814
24,0.308346863,1.338179812,0.76802729,0.301897297,0.110271439,0.44322564,0.702758242,177.6127772,0.878056653,100.5288319
23,0.303855088,1.176827604,0.384688152,0.166019507,0.160949717,0.310210847,0.854850405,154.9101399,0.651612288,87.67913916
23,0.782159413,2.508165276,0.301875449,0.394341965,0.201887428,0.637312352,0.834045728,198.4777641,1.269209077,112.3384145
20,0.773380056,1.804613187,0.349217948,0.342714696,0.135581164,0.459592846,0.706072333,169.2080397,1.010929517,95.77175049
21,0.259927706,1.924335584,0.364786782,0.340648614,0.182161166,0.830818335,0.837409877,242.0516715,1.048290795,137.001246
24,0.508167571,2.224152001,0.410526763,0.390038065,0.1076228,0.454374116,0.659661109,167.6575634,1.059229122,94.89418086
23,0.34768142,2.017761845,0.598896445,0.183910358,0.122004917,0.693052774,0.506825623,206.6628609,0.762149121,116.9711792
24,0.405834861,2.304343918,0.597706144,0.368109491,0.151092223,0.874064331,0.875287812,248.2088029,1.099870526,140.4861825
22,0.447885393,2.567503045,0.283025111,0.322522754,0.167753783,0.554169422,0.868774466,196.0933983,1.010011097,110.9888634
21,0.457517718,1.231010176,0.51572641,0.270552506,0.17512117,0.858060831,0.668222605,234.5446219,0.964059479,132.752256
22,0.652318083,1.201869623,0.52091966,0.339321409,0.130145073,0.502660266,0.754450351,188.0081151,0.999394152,106.4125931
24,0.757368332,1.977824998,0.464868883,0.383697297,0.19310558,0.765379623,0.636692901,220.3327488,1.301435627,124.7083358
22,0.612187618,2.084822761,0.351007122,0.16891813,0.255276436,0.68252205,0.572890873,207.0692901,1.018756717,117.2012182
23,0.703410805,1.927624157,0.446259873,0.343024389,0.190245189,0.80096531,0.853945668,224.7196823,1.131737998,127.1913402
22,0.354227448,3.360393551,0.648816355,0.156168626,0.18523207,0.708129991,0.699014687,209.0276867,0.825296977,118.3096707
21,0.214557716,1.225528895,0.327754875,0.290151594,0.256115448,0.749467722,0.712450288,230.5296977,1.113726227,130.4798089
24,0.206918426,3.324676922,0.46289527,0.349836784,0.157139039,0.929815445,0.730839941,245.3818254,1.101341403,138.8861132
23,0.768987917,2.471958828,0.595019201,0.15377584,0.122285484,0.606889644,0.50230829,205.204132,0.810977758,116.1455387
22,0.436588376,2.345177282,0.481327765,0.188352254,0.262414489,0.768987617,0.691194529,233.3645623,1.040825272,132.0843423
20,0.297851454,1.417313889,0.523099595,0.36711446,0.118453454,0.989878154,0.65817993,255.9467975,0.993949288,144.8658874
24,0.511422033,1.475733738,0.504177977,0.275161252,0.120123736,0.611743247,0.882082333,204.0408817,0.837173814,115.487139
21,0.759644126,3.151830448,0.365722502,0.358377561,0.171977297,0.933448125,0.895990734,246.1743631,1.143885628,139.3346895
23,0.560119667,2.700378145,0.358013751,0.325631706,0.26565756,0.787160354,0.773152592,224.0994231,1.277267357,126.8402735
23,0.633761854,1.903555772,0.476449613,0.160975007,0.141284963,0.754044686,0.845652567,214.7640806,0.706333252,121.5564696
24,0.569657737,1.750853401,0.421260115,0.362099231,0.214153949,0.541741856,0.504842446,197.3728808,1.303775479,111.7130506
20,0.27240894,1.234691046,0.395892323,0.357773229,0.178914306,0.903537994,0.632693402,242.8892521,1.092313836,137.4753167
20,0.706650371,2.810175329,0.422070056,0.181376425,0.179797514,0.395948011,0.507871147,172.2773958,0.921956984,97.50900602
20,0.451624671,2.726229848,0.369269894,0.278868991,0.268925133,0.45180495,0.565133532,170.6138125,1.19651099,96.56741789
20,0.508326606,2.19574604,0.736738429,0.207354749,0.12900427,0.530215472,0.725617532,192.1458582,0.771160268,108.7545557
21,0.564448705,1.190232354,0.460233885,0.300647847,0.242783026,0.708225671,0.804879364,223.375651,1.132394644,126.4306185
20,0.277148015,1.595952978,0.400690671,0.269836963,0.259213096,0.367542995,0.539395428,156.7581528,1.094352639,88.7251145
21,0.259898114,2.361980775,0.329848086,0.283853128,0.216284453,0.475649197,0.759236692,184.6039416,1.027421421,104.485831
23,0.739017136,1.40928429,0.327565998,0.173371674,0.152509743,0.618648843,0.50433718,195.1974949,0.830482337,110.4817821
21,0.44751849,3.467777998,0.697492414,0.372881022,0.136090593,0.448956654,0.541216123,181.0834293,1.158825651,102.493221
22,0.323578498,1.372452945,0.538435909,0.305467575,0.299346935,0.384829578,0.890298593,170.7047122,1.185472317,96.61886712
24,0.529639308,2.237044134,0.201180215,0.153915376,0.162695236,0.494278032,0.819523376,185.0162667,0.733728133,104.7192069
24,0.739466862,1.29894946,0.253516046,0.228183466,0.261876562,0.881398622,0.721251109,251.6477585,1.133994062,142.4326313
23,0.799042226,2.975941553,0.463260291,0.293314923,0.25629819,0.961339299,0.540986644,253.8861163,1.338156874,143.6995418
22,0.236883812,3.364630571,0.778440579,0.347632722,0.162892772,0.396455456,0.651109882,171.8146729,1.111284825,97.24710485
21,0.618987374,2.168963718,0.290255538,0.154371968,0.271087272,0.952589712,0.743400315,263.2296213,1.002865716,148.9879656
23,0.286888583,1.22347052,0.612723194,0.180282903,0.167609496,0.300563346,0.507499194,143.3544684,0.777177851,81.13862914
21,0.45864389,3.405645845,0.71598099,0.369178271,0.299509372,0.610840317,0.569721751,197.8982833,1.473025483,112.0104283
21,0.275053373,2.29551856,0.312234656,0.316073663,0.229251916,0.600959417,0.772627032,192.9903781,1.090069722,109.232554
23,0.707322241,3.101184297,0.448064313,0.164447697,0.169305026,0.352640587,0.745115603,150.3988799,0.806931869,85.125766
20,0.757705892,2.881216228,0.528982038,0.288616421,0.268610043,0.890758832,0.717083969,254.41358,1.288321124,143.9980863
21,0.575837515,1.161823675,0.573407809,0.201471229,0.255052832,0.990478377,0.822580186,256.459135,0.987909216,145.1558704
23,0.528145424,1.988157119,0.687323904,0.340216849,0.130499129,0.350092613,0.578881134,163.989611,1.062947552,92.81811984
23,0.688687816,2.048879687,0.710292567,0.299142406,0.162937248,0.548698296,0.639619927,184.1073941,1.055301997,104.2047851
21,0.24099654,3.135453198,0.305610959,0.233290736,0.114086092,0.743557793,0.627682302,226.9732996,0.808346084,128.4668876
23,0.521173968,1.243219149,0.200912792,0.2926812,0.102373812,0.504770459,0.878219521,186.3129478,0.796951215,105.4531284
22,0.575670861,3.170247862,0.25813312,0.325217706,0.191947122,0.967897856,0.541546968,266.2811433,1.24350318,150.7151271
21,0.539623246,2.415874878,0.60048775,0.24045473,0.263231517,0.865329247,0.866784017,248.7026533,1.103030859,140.7657018
23,0.684656186,3.082182635,0.352554486,0.161244152,0.205069179,0.523402628,0.848606649,178.2770269,0.849459828,100.9047972
21,0.599679551,2.336384131,0.558984564,0.281508394,0.23811712,0.866954794,0.667145067,237.3394031,1.175029257,134.3341022
20,0.680096512,3.342023915,0.539474411,0.353581524,0.187789207,0.917847704,0.643774494,245.6623567,1.235373302,139.0448939
24,0.548695476,2.610966751,0.264013295,0.371164221,0.195076663,0.962320953,0.54138842,265.4659042,1.325127527,150.2537018
21,0.269350272,1.560294216,0.729911529,0.238069989,0.141957779,0.478797368,0.841088967,170.6212885,0.737719702,96.5716493
21,0.565604072,3.152125266,0.611863902,0.174354448,0.141936109,0.599365191,0.709732751,190.762364,0.772108433,107.971498
22,0.50223368,1.719339108,0.516684225,0.321188777,0.245160669,0.634726468,0.758356647,199.0501819,1.177817466,112.6624029
23,0.725399344,3.049814321,0.79518919,0.176345653,0.272017376,0.992183032,0.734605758,269.807474,1.143272355,152.7110303
24,0.640859369,3.432535317,0.632337465,0.27423067,0.158852841,0.679405432,0.616999452,217.5994313,1.089792769,123.1612781
24,0.501118397,2.559534974,0.586878912,0.289876762,0.169778712,0.839353654,0.688633676,243.5362829,1.079940933,137.8415361
20,0.458507132,2.544875839,0.410433772,0.325250011,0.24869292,0.990287545,0.842903805,256.971054,1.193236931,145.4456165
22,0.63171939,2.827520345,0.227864559,0.178233559,0.27592395,0.617866287,0.715845907,208.6123308,1.067898766,118.0745793
24,0.260184489,2.259665934,0.722110681,0.323805019,0.143871893,0.659406392,0.598604895,214.4134496,1.050268433,121.3580125
20,0.283979612,1.423989664,0.234418779,0.382470419,0.137746502,0.686142677,0.537140295,207.22604,1.061553564,117.2899386
22,0.735308737,1.489304795,0.344560864,0.293476045,0.292083961,0.978426137,0.56796532,269.7305019,1.364502483,152.6674641
22,0.36380199,2.102628214,0.59902407,0.362854346,0.104808089,0.855420265,0.878134015,244.5466688,0.959706444,138.4134145
22,0.456577186,1.584603593,0.743678125,0.388283499,0.182432002,0.941515334,0.668690264,249.1422698,1.22063986,141.0145247
20,0.342239984,1.798571111,0.530399977,0.379261686,0.15137437,0.846849416,0.598953315,233.595461,1.111360373,132.2150309
21,0.433140293,1.240474264,0.570492081,0.302267628,0.165092088,0.371197475,0.788583581,166.8010635,0.938882423,94.40940192
22,0.674717225,1.141177957,0.519248061,0.183513999,0.100849729,0.322071423,0.705525701,144.6370428,0.641067237,81.86456623
22,0.330788743,2.628716041,0.784164439,0.333490188,0.126780814,0.616942284,0.894603521,205.7123121,0.946839157,116.4331687
24,0.333392435,1.546900177,0.7965728,0.229415599,0.147820486,0.539595341,0.729099833,180.8755795,0.818030442,102.375578
24,0.42575635,2.951984575,0.587910977,0.369958885,0.241135056,0.615559632,0.657316943,208.9030454,1.361034335,118.2391237
22,0.552472199,2.545412469,0.54683049,0.26914777,0.100355714,0.939594835,0.695887322,246.277391,0.866576125,139.3930033
23,0.626579939,1.606046672,0.50300202,0.156956642,0.28399348,0.85520367,0.736958273,234.7929154,1.020198279,132.8927901
21,0.26347942,3.258507055,0.484449781,0.33178685,0.22921728,0.948264217,0.741523029,262.6546858,1.22075376,148.6625522
24,0.32172719,3.186188716,0.493493714,0.246986431,0.112687435,0.455792418,0.722129081,166.5170062,0.801992382,94.2486255
22,0.462761224,2.387810885,0.289680105,0.165976257,0.292907281,0.687513926,0.757242552,219.8890308,1.038058481,124.4571915
24,0.378118944,1.253451713,0.406803498,0.159192364,0.181938911,0.863111211,0.636510702,234.3540238,0.802945295,132.6443774
22,0.448651848,2.345155418,0.520377081,0.235167077,0.114703383,0.636110259,0.658222227,209.3883519,0.820584337,118.5138072
21,0.546007199,2.171284584,0.671260405,0.156446383,0.194916213,0.377614232,0.54798768,169.0149259,0.871059607,95.66244803
22,0.357947883,2.45528639,0.227815658,0.329022006,0.111666652,0.520459779,0.689038503,190.5438477,0.940358582,107.8478178
22,0.33845214,1.884052134,0.271897471,0.280019808,0.244460645,0.755957445,0.875064541,217.5649627,1.048615974,123.1417689
23,0.209468328,1.57706604,0.24188936,0.280126004,0.235676386,0.749111695,0.601863801,217.7185235,1.092102602,123.2286843
21,0.289885461,3.110327926,0.286421046,0.253684434,0.26328231,0.965993807,0.532209602,266.8821371,1.210558384,151.0552896
22,0.610827472,1.952917431,0.628931585,0.322296887,0.114458722,0.728198052,0.577459678,213.0899927,1.006375145,120.6089359
22,0.680962534,3.181079535,0.626778857,0.374848891,0.118709565,0.335328238,0.579636541,161.8358208,1.144321309,91.59907456
22,0.315630716,1.783422629,0.213550049,0.198835878,0.273406792,0.802179592,0.82267429,238.0003398,0.997519879,134.7081923
21,0.276234504,1.999333423,0.224192555,0.243242747,0.29824403,0.877658602,0.752086388,239.1886115,1.119754575,135.3807541
23,0.424133793,3.042919619,0.362094443,0.349332722,0.170728752,0.41033201,0.894036294,159.9800925,1.040895705,90.54873237
22,0.483318528,1.157085306,0.426806787,0.292259387,0.210786891,0.879593827,0.646434872,238.8594823,1.090297759,135.194467
21,0.508275032,3.446047587,0.561947024,0.308415772,0.22760019,0.685123292,0.652842259,207.5957324,1.207537068,117.4991845
