Cooling_SP,Wall_U,Window_U ,Floor_U,Roof_U,Window_SHGC,Infiltration_rate ,Sensible HR_Eff,EUI-Baseline,IDD-Baseline,OCI-Baseline
21,0.490095827,2.527142251,0.475810762,0.321472046,0.181436983,0.402560075,0.857020426,159.3392526,1.009129588,90.18601699
21,0.214923006,2.826872702,0.735786701,0.169923493,0.275985145,0.900373971,0.53334923,256.141001,1.075431885,144.9758066
20,0.278008067,3.202321226,0.617342083,0.237102947,0.288962599,0.64990575,0.735999177,214.6880754,1.146013605,121.5134507
23,0.464549549,2.258731161,0.345539265,0.391574187,0.147235089,0.392465688,0.633916332,171.1435721,1.148935212,96.8672618
21,0.550264612,2.2642872,0.295438654,0.265952162,0.175665533,0.445579818,0.571054608,180.2178601,1.006081161,102.0033088
20,0.412879834,2.01089047,0.44887166,0.270771947,0.185618196,0.842442492,0.625825381,232.618906,0.996663805,131.6623008
21,0.784059355,1.374324293,0.666809621,0.360235474,0.16964795,0.431933398,0.545322052,179.0121225,1.196573288,101.3208613
22,0.716319582,1.340774661,0.375138921,0.279522284,0.218385014,0.780309251,0.674721713,222.6575852,1.105521177,126.0241932
21,0.633295411,2.135827366,0.295630046,0.24637385,0.220763055,0.469446855,0.834109993,183.157555,1.001632682,103.6671761
24,0.398730642,1.397611793,0.621608987,0.336761399,0.131030585,0.520651764,0.559548842,191.8548715,1.038545307,108.5898573
21,0.589265531,1.27460074,0.509087922,0.215700349,0.188072562,0.479469802,0.813408379,171.7031918,0.836851068,97.18400653
20,0.485100053,2.960551198,0.387695874,0.158567913,0.246049661,0.687935573,0.676360753,207.3918297,0.93367126,117.3837756
21,0.315787143,1.411498001,0.264022442,0.35630252,0.286097488,0.518433488,0.885027563,180.1137919,1.216463324,101.9444062
23,0.587390804,1.125649561,0.57815622,0.155603573,0.240458336,0.376493598,0.585839028,156.6593189,0.91255245,88.66917448
22,0.569256129,3.399670932,0.361716323,0.283888578,0.232788008,0.540608183,0.808445606,195.2929082,1.144335385,110.535786
20,0.686364763,1.314829929,0.20548798,0.167363405,0.125917907,0.394400486,0.549837174,157.9808663,0.691254122,89.41717031
22,0.632519784,2.008705391,0.399459511,0.153008475,0.200037858,0.765937022,0.599573928,232.0164325,0.90140986,131.3213008
20,0.603619348,2.84536247,0.262862148,0.259096809,0.248162664,0.538031089,0.502449808,184.6388584,1.168459508,104.5055938
22,0.417385052,3.106236635,0.28428137,0.330003936,0.151855563,0.593580948,0.726938652,190.4997995,1.03038012,107.8228865
22,0.228534952,1.604759798,0.633395948,0.298250361,0.159562254,0.355481775,0.52849722,165.4728984,0.98750935,93.65766047
21,0.520106238,1.17060397,0.283967934,0.256905623,0.152618527,0.848721132,0.604487532,245.3684806,0.933904729,138.87856
24,0.344231499,2.856138555,0.394949928,0.215169176,0.173685616,0.352697919,0.636701681,163.5612445,0.906974724,92.57566439
21,0.792179193,2.268126088,0.718016084,0.249758676,0.12930829,0.366169525,0.823724851,152.5184227,0.831656443,86.32542725
24,0.646920412,3.435893812,0.550099957,0.256973854,0.276996352,0.317722185,0.723535934,159.877427,1.234362672,90.49062369
21,0.351949836,3.110913162,0.426078648,0.385810071,0.286088577,0.936379526,0.589536026,250.6199694,1.459823586,141.8509027
20,0.533289883,3.290803038,0.491071139,0.24703746,0.21665945,0.929636859,0.722008731,259.3473356,1.081009884,146.790592
21,0.558124448,2.917809383,0.601999413,0.382606451,0.118842405,0.68490537,0.517824547,219.5354273,1.16891583,124.2570518
23,0.45653798,3.374077079,0.712246186,0.310615514,0.168886166,0.784184547,0.799815869,221.6327821,1.061948199,125.4441547
24,0.224895409,2.39949924,0.706651911,0.164471999,0.172521569,0.987248992,0.889026663,253.092976,0.743032903,143.2506244
22,0.424332495,3.282231777,0.231057787,0.292340404,0.236980015,0.419312356,0.708599949,163.4843586,1.131223907,92.53214695
20,0.448315332,2.052953009,0.55913691,0.26344517,0.25517505,0.85672717,0.766944821,247.904756,1.125433013,140.3140919
23,0.779794343,2.383806151,0.535181335,0.156983816,0.296143313,0.31573209,0.665603191,147.210609,1.076926395,83.32120468
24,0.568528389,2.434514618,0.379555053,0.214133668,0.295739657,0.41058612,0.625548376,163.1248241,1.157418291,92.32865042
20,0.673747364,2.149391078,0.45445015,0.190255974,0.204689012,0.352004455,0.584538021,152.5695068,0.915323053,86.35434082
20,0.22140942,1.184706304,0.287537447,0.298098908,0.1759695,0.512657764,0.888404687,176.8475371,0.850878509,100.095706
21,0.341490402,3.281141268,0.388831336,0.18116086,0.14038821,0.509554888,0.579256365,189.3064806,0.786663993,107.147468
24,0.326509623,2.0135633,0.395993344,0.183232083,0.264193665,0.992471101,0.759203884,256.4583454,1.000127546,145.1554235
21,0.513827605,1.209094758,0.623648271,0.217125151,0.272757188,0.556029025,0.705917471,199.1352333,1.065065564,112.710542
24,0.714800438,3.086815753,0.61000859,0.199050406,0.163767856,0.597988623,0.755651296,190.5056515,0.893712083,107.8261987
20,0.585093858,2.550480036,0.204913662,0.272703621,0.184343657,0.826785645,0.774886028,241.5929935,1.010422062,136.7416343
23,0.244165607,2.832630299,0.346797763,0.218544556,0.233584645,0.705987393,0.895273654,220.9572381,0.959666042,125.0617968
24,0.789598431,1.977340889,0.765048726,0.19097801,0.246379736,0.832444127,0.779021373,230.3245181,1.051968068,130.3636773
21,0.722985062,1.388911578,0.316075765,0.305022837,0.189719209,0.369159849,0.617021042,155.5927176,1.059361673,88.06547819
21,0.737005301,2.86134481,0.53351072,0.395020595,0.128546006,0.479743953,0.660399796,185.388408,1.176277239,104.9298389
23,0.463594424,2.076801102,0.350828911,0.367444191,0.196283056,0.93940655,0.670909356,261.0899396,1.242399001,147.7769058
23,0.358855518,2.256189575,0.230544076,0.36566287,0.112878963,0.493479631,0.620374604,174.1133252,1.006394113,98.54814204
21,0.520645328,2.426574583,0.795029064,0.388569599,0.151923107,0.770591846,0.563413106,234.0245567,1.228869771,132.4578991
24,0.721748167,3.257201365,0.240372487,0.256490792,0.110447623,0.515263925,0.650243229,189.3014285,0.926925683,107.1446085
22,0.685394535,2.626444517,0.337042502,0.316496464,0.252155652,0.406499759,0.512975259,175.8531913,1.315795393,99.53290626
22,0.698803683,2.494646955,0.504835568,0.203372055,0.227987306,0.591216712,0.609903004,191.8702424,1.030545658,108.5985572
23,0.63938788,1.460950771,0.685689878,0.20709546,0.13609021,0.308448722,0.837725743,154.8333402,0.760097301,87.63567055
22,0.447161224,1.571965262,0.512708424,0.225837098,0.105743254,0.908765085,0.786235369,240.3602042,0.72548361,136.0438756
20,0.368674201,3.298752921,0.464982076,0.279169821,0.231019532,0.346477009,0.607673778,152.4432148,1.101573776,86.28285956
22,0.639078652,1.534346463,0.698813579,0.363248222,0.25769939,0.386927489,0.599690831,160.2057066,1.330776907,90.67642994
21,0.365062127,3.453290681,0.753312356,0.21085341,0.15504043,0.476277654,0.73684551,183.5388574,0.845370263,103.8829933
21,0.607909689,1.945895118,0.570957181,0.379434542,0.137918475,0.776763943,0.829588904,232.9967879,1.091842622,131.876182
20,0.635787405,2.639852939,0.276457822,0.180919174,0.298608471,0.710952284,0.743349251,211.8343767,1.078403774,119.8982572
21,0.463592391,3.070727526,0.669817277,0.379240358,0.250134457,0.991967096,0.536459299,259.572089,1.420835253,146.9178024
22,0.593919203,1.995033436,0.326745808,0.241517683,0.265501388,0.599613069,0.781213753,205.4715987,1.110517235,116.2969248
22,0.535217637,1.223916387,0.346130415,0.346502353,0.134928129,0.326431837,0.838088597,158.6992881,0.949868172,89.82379707
24,0.62931801,2.811614528,0.470276347,0.249047681,0.252642188,0.889548724,0.706448359,252.9942121,1.198353381,143.194724
23,0.728351974,2.708191013,0.383506653,0.150918827,0.178918835,0.456410876,0.779589556,167.1243418,0.796515439,94.59237744
24,0.230055909,1.743953939,0.415106562,0.378265568,0.297815265,0.929075295,0.677249686,248.48426,1.410706602,140.6420912
23,0.698497784,1.995633165,0.417266162,0.204715895,0.108736478,0.906753343,0.708116607,240.3844167,0.777068406,136.0575798
22,0.715837626,2.463771402,0.507103866,0.355751674,0.112009838,0.816997031,0.826171879,226.2336098,1.019014374,128.0482231
23,0.436372002,2.636543239,0.238710931,0.233922326,0.235275626,0.339715195,0.559170213,150.8527187,1.054722126,85.38263877
23,0.633822731,3.069567262,0.402333833,0.219783413,0.205674777,0.454222713,0.627985299,181.245768,1.035578317,102.5851047
24,0.300999202,1.705186569,0.435645323,0.358631429,0.217811301,0.79756263,0.838283994,224.3603377,1.162587157,126.9879511
23,0.563341225,1.677511933,0.214695464,0.385292774,0.107149527,0.400411833,0.716292425,171.1153083,1.024219983,96.85126449
23,0.530501063,2.834890424,0.306249247,0.294076557,0.22281298,0.994329256,0.602510648,270.5639242,1.222689115,153.1391811
22,0.673063811,1.131539437,0.44956333,0.398592304,0.161837155,0.908139097,0.826135427,254.8611054,1.180946365,144.2513857
24,0.207703169,2.112557019,0.488607101,0.360235115,0.275288846,0.815408413,0.622598043,229.8021335,1.344298872,130.0680076
20,0.544903426,1.949797485,0.51225614,0.322529052,0.278154283,0.955237121,0.663378847,265.647706,1.321571476,150.3566016
24,0.264804014,2.242424146,0.293288165,0.262450348,0.185753212,0.734226874,0.520717373,214.6128335,1.022914151,121.4708638
20,0.366338467,2.208531544,0.695295097,0.373141602,0.156748274,0.617811458,0.811200937,207.4373216,1.078860757,117.409524
23,0.323506533,1.57064639,0.74826633,0.249821087,0.271363669,0.555281709,0.572781621,187.058702,1.143409994,105.8752253
22,0.408198335,2.030317642,0.618945534,0.249997335,0.126598687,0.49020697,0.529246667,174.0332886,0.868272969,98.50284137
24,0.206672831,1.713061646,0.450500082,0.246741661,0.294303576,0.763165436,0.766222965,232.4671673,1.146231369,131.5764167
20,0.540820271,1.709220244,0.317405493,0.280845892,0.221450463,0.828076064,0.651689379,230.9125279,1.082587945,130.6964908
24,0.69690079,3.437778411,0.543962111,0.251007568,0.104032075,0.330794946,0.735512949,158.6995171,0.870010514,89.82392666
20,0.519862949,1.692717878,0.41148396,0.25189072,0.292545889,0.511961873,0.746582741,192.2225502,1.153170504,108.7979634
24,0.520089982,2.217103389,0.795034387,0.370565936,0.11392074,0.308219472,0.607006957,156.7396385,1.090144772,88.71463539
24,0.3333188,3.239933114,0.453414583,0.393846429,0.27827976,0.549667661,0.714351254,186.0544781,1.413287186,105.3068346
22,0.209282062,1.808560088,0.422580208,0.236321424,0.124720527,0.896413032,0.736622434,238.9002198,0.759410097,135.2175244
22,0.699572995,1.756015473,0.383237896,0.264365406,0.248753884,0.502795861,0.755430686,177.2749416,1.099145235,100.337617
23,0.309084164,3.265108391,0.543267984,0.375042258,0.236662296,0.591934207,0.675576301,204.9298196,1.331835538,115.9902779
20,0.418493448,2.741084838,0.718768884,0.324092903,0.114980924,0.598230166,0.518415478,192.3879045,0.998533325,108.8915539
23,0.506716318,3.482885019,0.255375189,0.31908338,0.150473686,0.422791159,0.778044285,162.061627,1.009316347,91.72688091
20,0.701400164,1.203617162,0.580364492,0.296076652,0.107861116,0.36825503,0.829567946,165.3379199,0.827785039,93.58126268
23,0.750843545,1.553762766,0.673786975,0.264344157,0.159929302,0.482389122,0.522400398,186.3197645,1.033230566,105.4569867
22,0.318447729,1.77960769,0.776387113,0.167892655,0.138459215,0.390551866,0.713287483,156.3431773,0.66426976,88.49023835
22,0.723998562,2.512244689,0.68724595,0.382699099,0.188805244,0.355320403,0.68178196,153.2879349,1.24356202,86.76097115
24,0.636383181,3.264022376,0.777026389,0.219263375,0.143230758,0.734361453,0.658926506,213.1522867,0.931597163,120.6441943
20,0.349413292,1.29254376,0.456089705,0.221969973,0.210833776,0.693292488,0.562819904,221.3372127,0.958210795,125.2768624
22,0.220002872,2.313507966,0.320381599,0.322344965,0.186967353,0.343244807,0.613530398,163.3826582,1.06802545,92.47458456
20,0.26413212,2.541370918,0.545589366,0.171888658,0.20253213,0.55990534,0.530572965,186.5135121,0.862615488,105.5666479
21,0.495818304,1.754745309,0.6501504,0.333021799,0.177406285,0.912593149,0.729177887,256.2802596,1.111860028,145.0546269
20,0.645747797,3.182985106,0.684169922,0.191143734,0.162259035,0.331550181,0.840709612,146.9884975,0.781884096,83.19548959
20,0.763548891,2.874118717,0.339491422,0.188738372,0.104574858,0.713730474,0.876123275,220.5445173,0.704089421,124.8281968
20,0.795538785,1.382407126,0.776372895,0.155040873,0.164738646,0.937616198,0.547115234,247.9086067,0.843069987,140.3162714
21,0.592860158,3.036499762,0.720586728,0.379120434,0.281362842,0.712977619,0.582879462,214.2763246,1.473115938,121.2803997
24,0.778416302,3.064459028,0.431226958,0.251880301,0.121863716,0.940897724,0.795408286,245.7627988,0.925431385,139.1017441
21,0.201342896,2.915311086,0.541604344,0.281686899,0.29773774,0.723931237,0.549418671,215.6885744,1.263709992,122.0797331
20,0.432765509,3.428268358,0.596215417,0.155630727,0.103934563,0.30814419,0.715301516,142.3839237,0.605204375,80.58930081
23,0.719709672,2.729877588,0.69743349,0.213408436,0.221132851,0.987218673,0.564570486,269.3640383,1.136074257,152.4600457
23,0.208489624,2.003379235,0.208472439,0.316852,0.274937092,0.469634344,0.678116179,185.0408552,1.225121193,104.733124
21,0.289914349,2.359451519,0.69736923,0.377745918,0.256848175,0.569651178,0.847579957,201.0428229,1.279754302,113.7902377
21,0.736395611,3.04852177,0.561714025,0.26398607,0.164897358,0.583145627,0.578627087,190.149332,1.033236531,107.6245219
20,0.312111685,2.081725934,0.489519638,0.321256725,0.268745041,0.863940648,0.653416815,237.7664963,1.241783933,134.5758369
20,0.390267181,1.925519782,0.69731311,0.393952783,0.149011708,0.680531931,0.892821611,204.6186684,1.053460899,115.8141663
21,0.438303017,1.741969257,0.703720425,0.340246218,0.199609197,0.305849272,0.570193147,158.4165259,1.162479381,89.66375368
21,0.616131633,3.299325973,0.513530839,0.16133645,0.281194,0.61555126,0.843151928,195.094366,1.005614336,110.4234112
21,0.566128027,2.987975513,0.610031614,0.246584807,0.294928089,0.733850842,0.535938946,229.8889819,1.292863715,130.1171637
24,0.760570859,2.261918014,0.303460929,0.392175594,0.206048238,0.397724266,0.696850137,160.0257619,1.294239514,90.57458124
22,0.57048878,1.887704228,0.452148099,0.233605153,0.215861478,0.361414279,0.507353974,167.2995731,1.05476471,94.69155835
22,0.293908155,1.588839457,0.684799036,0.324646234,0.276605788,0.402585722,0.775390951,174.124837,1.215034639,98.55465772
21,0.734649892,1.762459614,0.496944564,0.308904182,0.284436034,0.916499651,0.811616729,258.2760229,1.301473305,146.184229
22,0.747390502,1.143221844,0.551155778,0.392945215,0.198085366,0.54139703,0.68641703,183.9577932,1.248851353,104.120111
24,0.672734663,1.236908328,0.372541916,0.224776102,0.263727825,0.909644611,0.73454165,256.1707704,1.125655478,144.9926561
22,0.502477205,3.191274005,0.721682788,0.287144112,0.257306418,0.920193456,0.631620162,246.6643431,1.258437192,139.6120182
24,0.382067588,1.55840238,0.781131622,0.316049073,0.201446593,0.861775463,0.7004977,248.0166081,1.144855635,140.3774002
22,0.453014373,3.335784123,0.303182431,0.220209558,0.138092929,0.859228604,0.828763303,245.0161631,0.831302596,138.6791483
22,0.720053226,2.75667101,0.569710904,0.374105749,0.144323585,0.62510608,0.801144915,208.4024352,1.140356365,117.9557783
22,0.414510672,2.987464619,0.713170489,0.25817152,0.195796237,0.376104794,0.804547298,167.6778538,0.984913836,94.90566526
20,0.20919702,1.608899371,0.3626829,0.297951941,0.27175526,0.519495342,0.763496928,180.5125139,1.105562695,102.1700829
23,0.767079602,1.213356034,0.578948751,0.319338634,0.18042212,0.461473624,0.851366443,181.4231148,1.066156388,102.685483
24,0.607291502,2.118730563,0.556780493,0.245900582,0.170178333,0.632461984,0.753802836,209.1175806,0.96438139,118.3605506
24,0.579219039,3.199343475,0.582797128,0.354525011,0.127210993,0.653512208,0.507014611,213.8975204,1.17992625,121.0659966
23,0.393100289,2.524044412,0.582745268,0.191065961,0.184005358,0.98170868,0.645485467,254.2639365,0.906593315,143.913388
24,0.649426704,3.016533865,0.471754586,0.371552883,0.227319307,0.333106279,0.739501233,162.0746592,1.315448332,91.73425711
21,0.586631061,1.501466083,0.393114061,0.150510015,0.119005738,0.985470089,0.559752488,266.9011931,0.720510008,151.0660753
23,0.599856465,1.503365531,0.715000462,0.294075775,0.127333987,0.96870065,0.794174629,263.6039427,0.957691109,149.1998316
22,0.73853395,2.149697709,0.686463611,0.292233447,0.23173478,0.908123891,0.877850364,255.3863985,1.168937639,144.5487016
21,0.376987047,3.235577192,0.256641437,0.261417584,0.11377978,0.620403164,0.713313348,206.5806603,0.840832009,116.9246537
24,0.36949474,2.490847974,0.592820929,0.154436506,0.158491147,0.307138055,0.684544368,155.3072495,0.748336471,87.90390322
21,0.334593685,1.661086902,0.530992767,0.188373913,0.225303858,0.691541919,0.689717478,207.4687093,0.89616565,117.4272895
21,0.676096121,3.167811656,0.387355183,0.30556057,0.150133765,0.764203279,0.762938861,218.4503548,1.022828104,123.6429008
20,0.415917675,1.670990934,0.279795762,0.362500725,0.276427039,0.949699267,0.561746333,252.7487421,1.361174183,143.055788
21,0.290357298,2.143725356,0.577809108,0.226943612,0.288427802,0.614790367,0.581121537,197.1637004,1.122844284,111.5946544
22,0.606310056,1.667691199,0.505667753,0.345999706,0.193725758,0.578368882,0.518729069,203.2009119,1.21921756,115.0117161
21,0.304926929,2.699118207,0.716650251,0.326084091,0.257825208,0.917592224,0.861376214,257.6426867,1.225622964,145.8257607
21,0.382621262,1.113911852,0.519391203,0.382989463,0.180843747,0.659981234,0.59125137,203.561382,1.15771779,115.2157422
21,0.672284679,2.510323965,0.269146045,0.162179925,0.152030994,0.513535053,0.634153163,189.7558039,0.793152303,107.401785
23,0.371373139,1.160431807,0.609080235,0.195343678,0.158034094,0.515848974,0.852561105,188.911683,0.73453271,106.9240126
23,0.469836188,2.584488922,0.527857637,0.221253709,0.281380485,0.974823492,0.763509809,254.4238888,1.138274385,144.003921
21,0.649294051,2.948811851,0.493576468,0.159711427,0.207749423,0.729684785,0.630876924,226.3319648,0.9398911,128.1038921
22,0.587778669,1.406337545,0.493885412,0.24730866,0.225306138,0.605783827,0.62998894,206.8710338,1.069443178,117.0890051
22,0.759638656,1.405004408,0.579680174,0.16372626,0.10536785,0.647113556,0.674284531,210.5800377,0.702848041,119.1883013
22,0.658311718,3.134513155,0.654268878,0.214071539,0.189978923,0.377951747,0.817336423,155.0180329,0.912167109,87.74020661
23,0.788264993,3.197707362,0.684961703,0.393670344,0.137156251,0.451949122,0.566714708,181.3570262,1.263096197,102.6480768
21,0.247306239,2.565716908,0.475639856,0.204171828,0.232528574,0.634955847,0.818313162,197.530614,0.906101459,111.8023275
21,0.532638215,1.320288402,0.36767673,0.337985357,0.228896381,0.838645398,0.618926547,245.6880756,1.238268424,139.0594508
20,0.750267717,2.78158844,0.737378912,0.264956472,0.178724574,0.779172524,0.795718496,233.8709658,1.035409768,132.3709667
23,0.226995619,3.197001499,0.275134131,0.281495775,0.215777927,0.414517641,0.628932431,162.4675709,1.068292656,91.95664514
22,0.332545321,1.801393122,0.696767817,0.374581923,0.275552364,0.743900826,0.59817895,231.3636675,1.401117225,130.9518358
22,0.442135656,3.224823339,0.780278169,0.293940496,0.172076855,0.878041071,0.664218627,250.4964981,1.101276658,141.7810179
21,0.677432034,2.863955,0.203243648,0.397785001,0.148154863,0.919063733,0.729366411,244.4268002,1.19099306,138.3455689
23,0.271636065,1.659385714,0.574796975,0.204114096,0.167160352,0.734196009,0.81344261,212.4000088,0.776700575,120.218405
21,0.786639161,3.299499331,0.586033888,0.307161369,0.260754506,0.541259623,0.515183909,185.7441312,1.345499921,105.1311783
24,0.663867077,1.200941573,0.351617351,0.242494113,0.12985975,0.379759675,0.70985801,167.0934183,0.845539835,94.57487474
22,0.224764639,2.440146718,0.635381873,0.270305288,0.113572112,0.853210031,0.854832234,243.6870967,0.817022357,137.9268967
22,0.709403823,3.066825733,0.223086577,0.389359891,0.207255358,0.408712049,0.576175693,175.3623824,1.347115474,99.25510846
21,0.775457453,3.380374606,0.796696062,0.264561626,0.107861679,0.626766026,0.874356766,207.0283732,0.88281078,117.1780592
21,0.652519353,2.417960995,0.431649342,0.196866703,0.256460257,0.433847103,0.864107284,165.0261394,0.969247968,93.40479489
21,0.398526661,3.127009342,0.428875839,0.195086631,0.132187135,0.833031092,0.546755682,229.7710821,0.821159222,130.0504325
24,0.358211977,1.685405085,0.226320046,0.367389357,0.112894278,0.525040344,0.844653663,177.8093942,0.930842232,100.6401171
20,0.650768612,2.570224465,0.53536524,0.386560193,0.214196667,0.747178487,0.870402912,229.5504802,1.261642496,129.9255718
21,0.576347253,2.161674538,0.310365486,0.338994943,0.162760676,0.706130414,0.875286273,221.2241833,1.038937589,125.2128878
24,0.43778668,2.581391144,0.390879166,0.205330024,0.16500612,0.970257733,0.743811424,263.7795477,0.897903325,149.299224
22,0.779863701,1.841854688,0.409059496,0.157649671,0.275125737,0.746322571,0.524461666,218.3653969,1.076607235,123.5948146
24,0.516478226,2.264028241,0.445841109,0.319998774,0.295055588,0.586636263,0.837851374,191.1968546,1.288394875,108.2174197
24,0.663137337,1.131190851,0.360026058,0.2884274,0.294834186,0.520867496,0.77629464,180.7270715,1.228259282,102.2915225
22,0.447219469,3.451121636,0.539752546,0.220466219,0.157687749,0.817246507,0.648277495,239.7793738,0.936763554,135.7151255
20,0.481568506,2.4219877,0.456507081,0.330922176,0.121263586,0.656353644,0.579467886,201.671696,0.993431903,114.1461799
20,0.713381074,3.388411355,0.386387947,0.251906097,0.178447199,0.642739755,0.689719567,199.3291257,1.005615929,112.8202851
20,0.533299907,3.269803747,0.403923744,0.198018786,0.122526078,0.417719981,0.506602517,174.7381261,0.820340417,98.9017794
20,0.496055565,1.715838049,0.706081273,0.263584863,0.218130786,0.438354265,0.876355577,165.6578913,0.95895317,93.76236646
20,0.736627985,1.799147861,0.574918442,0.351966352,0.176292248,0.378223248,0.565383788,170.2604986,1.175253574,96.36744222
21,0.542235742,1.138559163,0.706877134,0.295797191,0.245591342,0.788731706,0.843234798,223.7996167,1.112625992,126.670583
23,0.290520656,2.238135016,0.423892784,0.345373059,0.131084665,0.464373457,0.828190601,180.9397236,0.959065559,102.4118836
22,0.240142752,2.11649855,0.200348297,0.277991069,0.230474594,0.310486269,0.752741377,145.105655,1.000357874,82.12980074
23,0.276199633,3.02271652,0.444127725,0.394506123,0.10238859,0.591504233,0.884516809,201.1622907,1.002509475,113.8578565
24,0.630659744,1.502964209,0.268268631,0.173174237,0.202843462,0.934474681,0.666265843,246.4660619,0.907724448,139.499791
21,0.483055897,1.383589803,0.486321849,0.199155743,0.143609188,0.604370325,0.759970091,204.0775769,0.746497383,115.5079085
23,0.727599345,2.116744225,0.409407899,0.316894415,0.29284122,0.42057152,0.894329371,176.5110652,1.285991443,99.9052629
20,0.26768579,3.155452347,0.574460405,0.371273697,0.182967125,0.904742867,0.841332296,254.5697244,1.149676745,144.086464
22,0.586027334,1.710288692,0.549097775,0.16472898,0.229936749,0.838035554,0.760928653,231.026854,0.902382922,130.7611993
22,0.399124522,3.126176266,0.753106318,0.363232252,0.218867396,0.466092775,0.553399983,185.1448328,1.304661264,104.7919753
24,0.591114224,3.389579047,0.310262418,0.220017565,0.166291054,0.939100195,0.605209069,259.7170083,1.012059688,146.9998267
22,0.24249644,1.508385638,0.406773275,0.34718688,0.129918975,0.621492515,0.524597076,208.6512906,1.027076569,118.0966305
22,0.483266348,1.265200447,0.412578223,0.155082916,0.229266495,0.871387817,0.689457362,249.1882708,0.900918257,141.0405613
20,0.774700764,2.045500914,0.258452865,0.388791459,0.187743405,0.795099598,0.517147791,226.4627744,1.293525563,128.1779303
23,0.784289747,1.713709925,0.320947662,0.224623832,0.157422313,0.967458407,0.711361513,251.3989719,0.915702926,142.2918181
23,0.652416657,1.221622246,0.246857462,0.298363746,0.143481011,0.585998838,0.858618741,200.701144,0.924943821,113.5968475
20,0.357011039,1.129846268,0.561646067,0.368707288,0.174574274,0.507100662,0.687179698,177.8674671,1.067811019,100.6729864
23,0.49992062,2.943311865,0.426293329,0.363130487,0.199204846,0.393569629,0.699845074,171.6095757,1.224916992,97.13101983
24,0.204952979,2.10815022,0.776536329,0.155233598,0.298560522,0.90716811,0.550688711,244.37987,1.079300165,138.3190064
23,0.309484252,2.997738014,0.606030833,0.315599376,0.139807966,0.676090746,0.878069492,202.7198187,0.9414062,114.7394174
22,0.357821194,2.895309329,0.330835659,0.28345377,0.25875298,0.804448906,0.788160111,226.3004994,1.155092774,128.0860826
24,0.566776141,2.993685022,0.317170508,0.3661631,0.106523652,0.833936853,0.841197406,240.9298208,1.046650396,136.3662786
21,0.285393399,2.525205092,0.319502232,0.277866834,0.166968224,0.908295557,0.740686242,254.5664677,0.965068821,144.0846207
21,0.219282447,1.453061972,0.649036184,0.251713374,0.184223099,0.711929824,0.868368913,209.4477525,0.843241041,118.5474279
24,0.259863834,1.109303669,0.723977896,0.32786967,0.108876253,0.509523675,0.515678597,189.7228267,0.967250808,107.3831199
24,0.281592501,1.659187674,0.306281637,0.354514923,0.236870505,0.664492325,0.675500802,203.8352596,1.223875085,115.3707569
23,0.352165907,3.099359252,0.355702465,0.223646018,0.160148166,0.737959561,0.672088944,213.7140054,0.892555077,120.9621271
22,0.380777435,3.123665966,0.25265234,0.177312426,0.156992256,0.967929383,0.817550034,250.2176583,0.768707057,141.6231946
22,0.635111435,2.268059643,0.518492768,0.164717722,0.210236981,0.371018078,0.532624033,155.6700067,0.915621821,88.10922381
21,0.229820719,1.215099732,0.420208508,0.372668479,0.157743214,0.940364854,0.816654517,247.2588867,1.026406693,139.9485299
20,0.383919212,3.493808835,0.622425336,0.26203228,0.268895371,0.766463399,0.527066195,234.8870725,1.250961881,132.946083
23,0.772662842,2.304793354,0.519910941,0.285319927,0.23287196,0.529147606,0.548681928,182.5880206,1.218144452,103.3448197
24,0.696093634,1.151517927,0.453148913,0.212249739,0.251995465,0.726263881,0.767021679,225.7705379,1.055597092,127.7861245
21,0.301638955,2.097966586,0.534753049,0.160551272,0.185125326,0.890734049,0.853981088,238.1759844,0.731993269,134.8076072
20,0.671931088,2.247158172,0.382748516,0.336269383,0.116741332,0.594463417,0.704666006,190.8636315,0.968823984,108.0288154
20,0.425552169,1.102711455,0.323937297,0.383618672,0.14452922,0.520772817,0.852682038,178.5236008,0.981795781,101.0443581
24,0.439559021,2.524974343,0.773682658,0.152334604,0.297186879,0.415632864,0.848413601,162.1710151,0.990566375,91.78879455
23,0.628524639,2.365004338,0.346370136,0.324528976,0.118846677,0.473092096,0.741007749,170.1093361,0.959720486,96.28188423
23,0.571616661,3.06925313,0.767852804,0.309680295,0.182725502,0.995994934,0.731921682,269.635676,1.163680105,152.6137926
24,0.715773467,2.110966352,0.714566055,0.260218751,0.106681238,0.523114623,0.679680987,178.0845219,0.879070145,100.7958394
23,0.233070728,3.328601654,0.304236813,0.290546806,0.117363153,0.513587995,0.529492503,190.0026132,0.95417434,107.5414791
20,0.579147556,1.857718605,0.331192886,0.154818256,0.172290823,0.452850861,0.78304763,166.8240955,0.705483645,94.42243805
20,0.324609769,3.452798643,0.234445188,0.312463855,0.199825149,0.80984252,0.85118012,226.1658652,1.050485604,128.0098797
22,0.358126928,1.715402028,0.338845632,0.316710065,0.24029597,0.596933786,0.818548091,192.154356,1.10759033,108.7593655
23,0.327552818,3.366695907,0.414309051,0.248756248,0.245641759,0.895340549,0.765874939,253.2545304,1.126989961,143.3420642
21,0.753841313,1.9845268,0.251864475,0.151352089,0.10003812,0.453116472,0.630188794,178.8841123,0.659993357,101.2484075
23,0.581897148,2.519659779,0.298514099,0.26985769,0.26374305,0.342884755,0.583627001,152.1357534,1.192302177,86.10883641
