Cooling_SP,Wall_U,Window_U ,Floor_U,Roof_U,Window_SHGC,Infiltration_rate ,Sensible HR_Eff,EUI-Mid-future,IDD-Mid-future,OCI-Mid-future
21,0.672613204,1.509932492,0.312102536,0.28312557,0.218126857,0.899306123,0.80539995,298.127591,1.991986095,110.5755235
22,0.299914357,3.410598245,0.751983221,0.33239353,0.283525437,0.899187044,0.6800062,318.1652563,2.599895586,118.0074935
20,0.398507434,1.853954835,0.540482053,0.302883195,0.205358596,0.89909602,0.750253684,298.3540508,1.918525176,110.6595175
22,0.281658853,1.154133114,0.404807834,0.307418841,0.181534416,0.898019947,0.579447435,315.9623558,1.779002567,117.1904378
24,0.577821425,1.901811404,0.785724293,0.172909664,0.12134079,0.897524059,0.866622812,295.4139252,0.934471022,109.5690249
22,0.452009342,2.296926573,0.46196187,0.330630624,0.119230211,0.897392179,0.862393426,314.0635331,1.407997476,116.4861644
24,0.423086276,2.169319451,0.322771212,0.247101231,0.249688072,0.897334836,0.701589475,298.0222254,2.100392823,110.5364434
23,0.63753258,1.369325187,0.532813291,0.307257151,0.225024417,0.897233605,0.555519256,316.6496904,2.221972956,117.4453702
23,0.365336444,1.447617148,0.469393918,0.216839051,0.173946297,0.896994101,0.870059339,315.0101252,1.434301979,116.8372554
20,0.561497124,1.453183081,0.293726944,0.229302251,0.170890952,0.896963138,0.74882972,315.399855,1.534955982,116.9818062
21,0.622601647,3.151172924,0.633626123,0.250545517,0.13990866,0.89679024,0.790602151,314.5846902,1.336010325,116.6794616
22,0.621697518,2.021174636,0.531456237,0.252879039,0.14770384,0.896768588,0.571243573,296.5486954,1.476547911,109.9899111
20,0.522016131,2.832107259,0.798442618,0.33875152,0.297106212,0.896664046,0.500304655,318.0248515,2.792489163,117.9554174
23,0.662329827,3.196606493,0.398794837,0.168634066,0.110584536,0.896655373,0.809952955,313.4672315,0.884992986,116.2649961
20,0.229292273,2.906324265,0.247114299,0.230214235,0.112953598,0.896599868,0.510216899,314.1173256,1.039618292,116.5061161
23,0.394441602,2.388011895,0.380733547,0.302934913,0.261436514,0.896495782,0.834099112,316.8355613,2.357766072,117.5143097
24,0.343518773,3.038958857,0.572958564,0.26133656,0.146358792,0.896437895,0.886239051,295.3683656,1.381324773,109.5521268
22,0.209282062,1.808560088,0.422580208,0.236321424,0.124720527,0.896413032,0.736622434,295.688159,1.087659365,109.6707382
22,0.682204499,2.668144996,0.402681869,0.360200777,0.242364594,0.895770389,0.500119004,317.2099848,2.535091569,117.6531834
20,0.429169242,1.795994431,0.747204242,0.279238614,0.14907775,0.895664338,0.783445592,295.8450288,1.435552299,109.7289212
23,0.465990756,2.880945189,0.355167149,0.153519528,0.289089137,0.895555586,0.702866802,317.3882694,2.221391289,117.7193091
24,0.708155773,1.849380547,0.705671082,0.343873508,0.196083717,0.895459625,0.535095565,315.8714106,2.108866275,117.1567062
22,0.214314252,3.366490594,0.261858329,0.234934025,0.257558249,0.895357925,0.727787957,298.2765617,2.07960444,110.6307767
23,0.327552818,3.366695907,0.414309051,0.248756248,0.245641759,0.895340549,0.765874939,316.6966835,2.003046782,117.4627999
23,0.453641867,1.12055846,0.313240993,0.282348511,0.140521689,0.895015095,0.548700672,314.6473979,1.508941896,116.7027199
22,0.483891711,1.202645783,0.553668996,0.354728832,0.264743709,0.894911947,0.768788064,317.2212398,2.535330957,117.6573578
20,0.732316182,2.020934081,0.223031541,0.388406984,0.215746636,0.894813143,0.641302308,298.4459379,2.35582659,110.6935984
24,0.393852565,2.928207243,0.632356702,0.368336974,0.180113638,0.894525365,0.581947245,297.3996767,2.038880682,110.3055401
24,0.38077232,3.211555719,0.787933245,0.291660676,0.17317095,0.894494833,0.660594555,315.2464921,1.679855025,116.9249239
20,0.236131319,2.474182431,0.539163574,0.360822294,0.162831921,0.894476813,0.641117337,296.4802452,1.816145207,109.9645229
24,0.422751881,1.551915948,0.348285231,0.315901671,0.156239349,0.894411632,0.826115196,295.7007121,1.609488993,109.6753941
20,0.321962398,1.139340304,0.541730309,0.387942178,0.158201335,0.894366116,0.857463512,314.4608038,1.782023636,116.6335121
22,0.25540379,1.993127173,0.473879145,0.223048626,0.101618427,0.89399736,0.834771362,295.4532281,0.888651692,109.5836023
22,0.299158902,1.985499284,0.267370457,0.252042857,0.127837346,0.893745367,0.802279566,295.533624,1.174197978,109.6134211
24,0.724939603,2.061108389,0.382675137,0.198053661,0.169236302,0.893740578,0.790990688,296.0656944,1.440885884,109.810766
24,0.296059119,3.255642203,0.794115272,0.384208234,0.171294019,0.893448148,0.557924585,296.9995275,1.900942238,110.1571247
20,0.403616712,3.023655877,0.231547014,0.180287831,0.104872531,0.893303962,0.5873551,296.1128685,0.85659111,109.8282629
21,0.498270015,3.390795506,0.644655782,0.392319833,0.108499512,0.89323012,0.574956316,296.4277317,1.517653316,109.9450457
21,0.782936599,3.224668488,0.726533357,0.2654966,0.189398203,0.893161639,0.616599145,297.2465556,1.77496361,110.2487475
24,0.231026831,2.062101206,0.397812316,0.176881622,0.130360242,0.893031305,0.545028498,314.2601146,1.022080238,116.5590765
20,0.212502969,3.23376133,0.368980381,0.169443106,0.226716798,0.892822979,0.582440085,315.2615827,1.647701331,116.930521
20,0.491541267,3.465267344,0.707144463,0.399146263,0.106141355,0.89274029,0.569423823,296.4549571,1.542087369,109.9551436
22,0.270680256,2.862221564,0.709324,0.33959083,0.194390931,0.892529351,0.665475633,314.6192648,1.939291757,116.6922853
21,0.223271627,2.456923497,0.791424288,0.32124649,0.155772507,0.892492861,0.775408372,295.732251,1.581042423,109.6870919
24,0.468471209,2.278153147,0.544565303,0.245831616,0.144594232,0.892126352,0.772205174,313.0502077,1.357963374,116.110322
20,0.388009537,2.358163397,0.395661952,0.154145819,0.205369413,0.891908201,0.862320713,296.3474154,1.489595364,109.9152564
21,0.219574558,1.304761708,0.661930723,0.191758824,0.214478849,0.891727126,0.69652634,314.2948352,1.673780259,116.5719544
21,0.567324345,2.949783426,0.580698363,0.182248822,0.226303911,0.891655359,0.885476253,313.9699581,1.706782287,116.4514575
21,0.744339598,3.119075871,0.489451435,0.196180553,0.259264766,0.891515729,0.889123383,315.4716404,2.076097121,117.0084314
21,0.395583015,1.317687409,0.6433511,0.321842394,0.125099294,0.891287871,0.794751936,312.890125,1.398772422,116.0509474
22,0.539390974,1.47094081,0.656784052,0.198385453,0.207102721,0.89127486,0.546283645,297.3646248,1.77408287,110.2925393
20,0.498778899,3.26890743,0.538509421,0.154598782,0.188675924,0.891038115,0.712583479,296.2890442,1.418704188,109.8936065
24,0.568589791,1.180075158,0.370520521,0.19615562,0.262596987,0.890901308,0.884892864,315.2783448,2.070851645,116.9367381
22,0.404094415,2.792188744,0.272089998,0.355113766,0.157200354,0.890812335,0.830009312,313.3772813,1.733508768,116.2316336
20,0.757705892,2.881216228,0.528982038,0.288616421,0.268610043,0.890758832,0.717083969,316.2768046,2.467699086,117.3070668
21,0.301638955,2.097966586,0.534753049,0.160551272,0.185125326,0.890734049,0.853981088,295.6767108,1.36384091,109.666492
21,0.423197273,2.907995702,0.661169084,0.375296134,0.27503555,0.890732904,0.849760905,315.8164248,2.637862316,117.136312
20,0.519347941,1.78689632,0.751220739,0.199845055,0.252640437,0.890711236,0.593448361,315.8602773,2.08647303,117.1525768
20,0.340471789,2.067284076,0.286232042,0.394948581,0.205872649,0.890609143,0.84208486,296.1920988,2.138766923,109.8576494
23,0.352071707,1.946903433,0.306761443,0.331999263,0.22031416,0.890474605,0.697087344,314.438369,2.074206017,116.625191
21,0.709992405,2.30791264,0.67789265,0.151499068,0.146436333,0.890039601,0.55342798,313.6996627,1.235797043,116.3512049
24,0.794915232,1.546891575,0.57003693,0.192581088,0.106032213,0.889912315,0.785564966,294.4480454,0.906883625,109.21078
24,0.339759584,2.641750438,0.734089646,0.377033071,0.279518004,0.889838279,0.732159633,315.8518938,2.665080425,117.1494674
24,0.378195656,2.484681467,0.679147374,0.27330911,0.270463713,0.889736833,0.873712314,315.1908452,2.285604155,116.9042845
23,0.254318446,2.384280609,0.78692962,0.267687152,0.101850515,0.889681391,0.832111959,294.1139663,1.049262354,109.0868701
24,0.62931801,2.811614528,0.470276347,0.249047681,0.252642188,0.889548724,0.706448359,315.3230788,2.234389731,116.9533299
21,0.656551096,2.469760978,0.428491762,0.208790717,0.10919213,0.889496326,0.747057862,312.5121406,1.036808777,115.910753
23,0.600625126,2.922198746,0.249783662,0.340419114,0.110642118,0.88948716,0.751077539,312.5871025,1.390796355,115.9385563
23,0.544742738,2.88247173,0.26296193,0.274333512,0.261182779,0.889478443,0.636870292,315.771245,2.308649445,117.1195548
22,0.347477006,1.190329412,0.501144827,0.302866205,0.230614152,0.889451257,0.517204825,297.2429056,2.161936442,110.2473937
22,0.294160416,1.749838828,0.577591256,0.184008824,0.174303791,0.889093591,0.502373895,313.7065496,1.37230092,116.3537592
22,0.493799616,1.527134924,0.759662429,0.273951518,0.249449243,0.888589899,0.797379316,315.0306342,2.161349549,116.8448622
20,0.39548887,1.193561213,0.755645045,0.160185619,0.27799253,0.888098522,0.681732777,315.6128256,2.084856878,117.060797
20,0.5716279,2.963048156,0.395261839,0.181975098,0.187084273,0.887975262,0.800631408,313.1787983,1.506187776,116.1580163
22,0.487582474,2.755663653,0.209914085,0.302818482,0.299631355,0.887792464,0.609405785,315.9428017,2.737625948,117.1831851
23,0.450231894,1.163647774,0.479097199,0.325324718,0.125761395,0.887525698,0.748284958,312.452704,1.445087138,115.8887079
22,0.261405858,3.36159308,0.462116474,0.393311023,0.150279082,0.887488909,0.699474355,293.8549523,1.715247528,108.9908018
20,0.577145914,1.631513621,0.631488838,0.308006655,0.234044847,0.887210782,0.70935189,314.4691406,2.255763479,116.6366043
24,0.388742534,1.58663041,0.421187946,0.282728191,0.157481449,0.887089612,0.883067947,312.3698502,1.528512074,115.8579774
21,0.288103014,1.157325843,0.536771893,0.279802503,0.152840088,0.887078778,0.667623709,313.177,1.525182443,116.1573493
22,0.73124426,3.202197196,0.552898201,0.35013653,0.121150578,0.887078017,0.595669507,293.999926,1.559362302,109.0445726
22,0.224920042,2.03461254,0.250608754,0.185241665,0.158286522,0.887007174,0.672690694,293.4584569,1.22563299,108.8437417
21,0.309479009,3.448773185,0.330031728,0.152035634,0.252190307,0.886986021,0.744202169,315.1120104,1.890543041,116.8750447
24,0.268763952,1.514214409,0.397076889,0.175155049,0.212363273,0.88662768,0.888144125,294.6945288,1.559462721,109.3022007
23,0.369744869,1.270095903,0.263892985,0.385279868,0.18125636,0.886564282,0.549759123,294.2646571,2.074781732,109.1427613
23,0.343526298,1.380422705,0.356759293,0.280140762,0.286251188,0.886311078,0.57991435,315.2827494,2.414080589,116.9383717
22,0.453974479,2.282672901,0.574631815,0.167748569,0.182043362,0.886208057,0.888748316,294.0197458,1.365419949,109.0519237
24,0.517138784,3.08356002,0.460077128,0.21910754,0.255503939,0.886201041,0.877844126,314.392466,2.066569719,116.6081657
22,0.282993178,2.517794262,0.682409112,0.208453828,0.191296675,0.88598131,0.571200092,294.7558023,1.563138546,109.3249271
20,0.559185059,1.143630591,0.237643128,0.345219485,0.263134286,0.885880403,0.60324419,315.0917123,2.567225708,116.8675161
22,0.217966551,3.167352841,0.453963649,0.360184831,0.130914967,0.885674468,0.598964402,293.9339692,1.56066674,109.0201092
24,0.279676822,2.630052521,0.727357614,0.38606173,0.190351777,0.885562335,0.878145143,312.66309,2.00215181,115.9667401
22,0.400206586,1.520491855,0.736127118,0.188883362,0.25518028,0.885550987,0.88886841,295.9107383,1.948592802,109.7532928
21,0.583515511,2.194574759,0.411743461,0.37947603,0.226637648,0.885531967,0.626038922,314.2165377,2.369742929,116.5429138
24,0.510366997,1.710271817,0.515429286,0.389400965,0.130386096,0.885474974,0.606459736,313.0288575,1.662434708,116.1024032
23,0.490961191,3.104971111,0.323216226,0.189328993,0.123981542,0.885472628,0.850903536,293.3612308,0.985912482,108.8076805
23,0.488613614,2.296210546,0.300176127,0.256923148,0.299602104,0.885455859,0.872465661,296.2797396,2.50545707,109.8901554
24,0.381278133,3.375615197,0.735190442,0.312399831,0.13742853,0.885436097,0.702961426,293.7030763,1.485439064,108.934471
23,0.676065709,1.104962497,0.24906393,0.351018744,0.145394926,0.885359798,0.621578753,313.1632992,1.744682286,116.1522677
24,0.485959402,2.274895937,0.538739657,0.282016477,0.184169643,0.884979098,0.820222866,312.660494,1.780150214,115.9657772
20,0.791847589,3.485865479,0.546723502,0.313445411,0.102174319,0.884923082,0.82052178,311.7441231,1.358498382,115.6258953
21,0.739646572,1.402042419,0.52621656,0.35536989,0.16905945,0.884438838,0.54798091,293.9084604,1.987959701,109.010648
22,0.390185126,1.587614153,0.506739292,0.324855892,0.203833428,0.884171258,0.814798644,313.1401117,1.97081718,116.1436674
23,0.531567762,3.22093437,0.721135463,0.15840327,0.262242353,0.884017385,0.807928485,314.284985,2.003815974,116.5683009
21,0.291942221,2.370212012,0.557121448,0.38483896,0.298759486,0.883525394,0.788319782,297.0333217,2.809937282,110.169659
21,0.26870717,2.842660312,0.481240333,0.250466035,0.262622749,0.883328931,0.760232917,296.7820546,2.178781955,110.076464
20,0.513685775,1.470351429,0.472211954,0.231127221,0.130266962,0.882744226,0.788911248,292.9473202,1.22136713,108.6541611
24,0.249071545,2.305864633,0.762387308,0.180718086,0.15497957,0.8825064,0.863248335,292.7018998,1.162325933,108.5631346
20,0.307401612,1.240188088,0.745755421,0.18904837,0.247636997,0.882189204,0.814135689,295.8332675,1.844034131,109.7245589
21,0.68602087,3.136407036,0.383904107,0.393277489,0.110558361,0.882110963,0.854393232,310.6645842,1.538650404,115.2254943
20,0.765943345,2.792244866,0.794176571,0.162302072,0.227511866,0.882081682,0.630525028,313.025784,1.801168623,116.1012633
22,0.327093597,2.964101425,0.38669512,0.158188686,0.239769937,0.881595255,0.887638505,295.4444604,1.750800878,109.5803504
24,0.739466862,1.29894946,0.253516046,0.228183466,0.261876562,0.881398622,0.721251109,312.5029277,2.245505495,115.9073359
24,0.264444948,3.017793219,0.424249866,0.333182287,0.114323561,0.880951753,0.627630856,310.8984038,1.374281265,115.312218
21,0.520474739,3.102470999,0.502579224,0.308637864,0.110265509,0.880894874,0.696154793,310.6259404,1.261730447,115.2111613
21,0.208509851,2.767149677,0.434023089,0.389605075,0.264130861,0.880733557,0.7968588,296.5896423,2.507648027,110.0050983
21,0.601148739,2.464655711,0.314966558,0.172670481,0.111303012,0.880690897,0.717189253,310.5320908,0.907024791,115.1763525
22,0.220409097,3.403001973,0.456281837,0.341139804,0.293539231,0.880689454,0.597180971,297.06872,2.667255405,110.1827882
22,0.752659156,2.416842938,0.286555344,0.385141206,0.138565801,0.880659537,0.512217605,292.5978192,1.80939281,108.5245311
24,0.3982214,2.99735529,0.731784227,0.2012569,0.126592225,0.880513673,0.580369814,292.5382744,1.112511269,108.502446
24,0.482236304,1.814167368,0.639320119,0.355901708,0.104962441,0.880475323,0.739507081,310.657465,1.36498926,115.2228538
21,0.387547202,2.75113874,0.291437479,0.336582956,0.288463486,0.880176737,0.794327037,296.7370075,2.635518048,110.0597561
24,0.685761853,2.447624836,0.777840765,0.21377089,0.148510403,0.880118692,0.871147535,310.4346088,1.308536763,115.1401964
23,0.644307332,2.972612082,0.284179806,0.329415459,0.289646207,0.880098535,0.783373085,296.6870844,2.709922983,110.0412396
23,0.597082639,1.20354271,0.551638713,0.282392314,0.184927224,0.880095048,0.541139923,311.905774,1.820143536,115.6858516
20,0.367702962,1.596100569,0.302802789,0.298821086,0.201845485,0.879628153,0.865255115,311.66981,1.771457372,115.5983325
22,0.483318528,1.157085306,0.426806787,0.292259387,0.210786891,0.879593827,0.646434872,294.0425694,2.038291385,109.060389
21,0.20640708,2.91899074,0.366803714,0.170128516,0.208758178,0.879331169,0.704890264,293.9551017,1.551562334,109.0279472
22,0.670690831,1.573011483,0.41505339,0.370340268,0.278422542,0.879321975,0.592285796,296.4588673,2.794197465,109.9565939
22,0.486192282,2.177615616,0.37551496,0.253286265,0.24858328,0.879273606,0.65167027,295.7344313,2.127088047,109.6879006
20,0.700852924,1.682162367,0.278307907,0.306798896,0.222988136,0.879200484,0.768469342,311.8734825,2.15193096,115.6738747
20,0.736978184,1.737305853,0.605194624,0.25160923,0.292117586,0.879156985,0.820216517,313.128155,2.46831935,116.1392327
20,0.792019204,2.41448855,0.309649845,0.327645685,0.227600432,0.87910678,0.530426744,295.4489823,2.283279327,109.5820275
24,0.549477466,3.452594078,0.292576428,0.190372803,0.215863714,0.879049237,0.884442103,311.654299,1.653787175,115.5925795
22,0.656592948,2.45338435,0.519031105,0.231202938,0.260384711,0.879031398,0.507023395,313.2272354,2.26020968,116.1759816
21,0.313147083,2.079328308,0.353997963,0.295808476,0.254806341,0.878921283,0.758420772,294.7442908,2.275883208,109.3206575
24,0.445557516,1.379434282,0.429794854,0.393376764,0.245119436,0.878884934,0.514317796,313.0248758,2.522265395,116.1009264
23,0.611994587,2.625991527,0.292393802,0.365361588,0.217949803,0.878796043,0.655409534,294.2232542,2.314155515,109.127405
23,0.787859896,1.569411547,0.788219932,0.169082416,0.207423829,0.878716611,0.877622015,293.4589783,1.629581534,108.8439351
22,0.446897511,1.679774578,0.446731076,0.389967555,0.140949827,0.878653121,0.734125864,292.2288735,1.709134286,108.3876892
24,0.616020435,2.290740867,0.636254462,0.26699091,0.241233949,0.878576094,0.595252785,295.0075915,2.197881356,109.4183157
20,0.201508016,1.934603977,0.39578782,0.285968265,0.171185021,0.87841827,0.669635371,292.6580448,1.596182829,108.5468688
23,0.491455391,1.535180407,0.701178989,0.340809367,0.151334277,0.878153472,0.654369318,310.7012158,1.670078999,115.239081
23,0.452598263,1.51567204,0.3977903,0.200197343,0.292332461,0.878148335,0.68262853,294.8186681,2.364692166,109.348244
22,0.442135656,3.224823339,0.780278169,0.293940496,0.172076855,0.878041071,0.664218627,310.9723419,1.68227633,115.3396416
24,0.745688041,2.668008909,0.337940649,0.288785802,0.250392041,0.877835588,0.699934032,294.1749098,2.344942019,109.109474
24,0.588479115,2.274272102,0.748810272,0.252755599,0.142782333,0.877832377,0.579250024,310.4393777,1.483493729,115.1419652
21,0.276234504,1.999333423,0.224192555,0.243242747,0.29824403,0.877658602,0.752086388,294.2975027,2.37267527,109.1549438
23,0.680973683,2.464795755,0.661811813,0.394101113,0.149769286,0.87721981,0.657217216,310.5737431,1.907610689,115.1918013
24,0.344166404,2.201607922,0.632734335,0.349375842,0.26507304,0.877134184,0.551681823,294.5966779,2.532539916,109.2659078
23,0.373347467,1.600678922,0.286547793,0.371496433,0.108791398,0.876900302,0.51991464,292.1938421,1.478209182,108.374696
22,0.513083705,3.216191684,0.353406814,0.231462609,0.11901328,0.876889567,0.87514,309.636186,1.075772603,114.8440614
24,0.608382856,2.107283539,0.228449944,0.266669562,0.169281591,0.876446705,0.676712954,292.0134706,1.642319349,108.3077963
22,0.231940982,3.475531433,0.326706784,0.397065456,0.18688557,0.875866236,0.632248268,292.9045471,2.019300977,108.6382965
20,0.749848398,2.498834098,0.569024096,0.346376985,0.265040118,0.875849753,0.803949456,293.9613544,2.594195099,109.0302663
22,0.540578307,1.601981428,0.779556815,0.270525436,0.140978502,0.875552988,0.573300353,310.1862758,1.454361738,115.0480897
20,0.316665157,1.665887273,0.52873302,0.220322254,0.134568034,0.875552192,0.690249932,291.2447896,1.156868678,108.0226925
21,0.468942934,3.485688222,0.692912044,0.260316507,0.221444367,0.875267298,0.78685004,311.8868346,1.92389882,115.6788269
21,0.258398027,2.494405296,0.690981563,0.167940657,0.284841265,0.874592453,0.624211477,294.0602252,2.165772671,109.0669375
22,0.455328171,1.192358599,0.357917345,0.247404661,0.24693502,0.874421038,0.643762774,312.4710652,2.105515002,115.8955181
21,0.774060226,1.150972402,0.36760532,0.151066537,0.246226509,0.874106776,0.894819414,311.7262319,1.820470676,115.6192594
24,0.405834861,2.304343918,0.597706144,0.368109491,0.151092223,0.874064331,0.875287812,309.7814656,1.668154349,114.8979456
24,0.609854759,1.723950915,0.411934803,0.248784641,0.12648422,0.874038422,0.895192606,309.2542335,1.249880189,114.7023952
23,0.604574439,3.021272605,0.247190261,0.237431721,0.152168817,0.8737144,0.787482401,290.7107138,1.372301186,107.8246037
21,0.450100066,2.816578887,0.221738313,0.166915086,0.199975288,0.873588148,0.789611381,292.3255667,1.429438895,108.4235527
24,0.737272069,2.570682075,0.244219835,0.327525681,0.225319172,0.873564866,0.55094164,312.2847585,2.271576393,115.8264169
21,0.437574847,2.828429464,0.696229277,0.354467866,0.121194386,0.87342253,0.692978901,290.4478683,1.448614769,107.7271144
22,0.613365468,2.962509254,0.28156611,0.25178672,0.199458027,0.872812573,0.558934428,311.6386917,1.808656845,115.5867907
22,0.367011238,3.175248045,0.530404985,0.391206012,0.261347431,0.872733371,0.843696878,312.0059244,2.528924943,115.7229974
21,0.214534869,3.424373696,0.59488882,0.309392271,0.189660272,0.872732971,0.858428354,310.7280642,1.803723471,115.249039
20,0.418453651,2.297169029,0.421822484,0.17992415,0.168893636,0.872541454,0.632195725,291.12563,1.330715036,107.9784962
22,0.507373541,2.614086354,0.561123204,0.15175485,0.126691179,0.872512388,0.718455081,309.2848317,1.011483758,114.7137441
22,0.462257782,1.540823865,0.564749088,0.260660674,0.181505534,0.872498654,0.552823108,310.4293869,1.722082166,115.1382596
23,0.426898381,2.58389159,0.626121953,0.207852866,0.250169077,0.872179057,0.546752869,293.7395808,2.024674442,108.9480105
23,0.618698883,1.952900886,0.783342231,0.259148756,0.147729243,0.872086553,0.534830541,309.4002715,1.520428554,114.7565607
22,0.762601694,2.253703696,0.728804772,0.244684032,0.133426079,0.871908064,0.536884113,291.1852494,1.387612865,108.000609
24,0.327617084,1.39039401,0.604101898,0.223135893,0.147018754,0.871906077,0.667200354,309.3437506,1.309916865,114.7355971
21,0.590412227,2.958260379,0.337804433,0.323021808,0.146038713,0.871421037,0.586081487,291.3304013,1.643848968,108.0544458
22,0.466319015,3.445533314,0.581364474,0.165241789,0.23389696,0.871409886,0.794442715,292.6846904,1.760660198,108.5567517
22,0.483266348,1.265200447,0.412578223,0.155082916,0.229266495,0.871387817,0.689457362,311.8098829,1.752835634,115.6502856
22,0.55033674,1.545333817,0.590521747,0.250879546,0.296192332,0.871284062,0.61841488,294.3107548,2.487825624,109.159859
24,0.33667527,3.22231147,0.615554973,0.204373435,0.161796597,0.871230323,0.657174734,309.5951152,1.328831612,114.8288282
24,0.576407979,2.688251298,0.564201294,0.158157794,0.117144963,0.871168173,0.713814607,289.7787077,0.966852084,107.4789227
20,0.38525086,1.976222737,0.713130611,0.349658041,0.207666149,0.87103934,0.790338424,311.0037733,2.09429433,115.3512995
21,0.743483388,1.353198768,0.591883905,0.222272849,0.196472292,0.870515738,0.575776481,311.313795,1.745822744,115.4662866
24,0.222535592,1.945840376,0.579271934,0.160862745,0.135703452,0.87026344,0.86074741,289.8457848,0.930240212,107.5038016
20,0.645766011,3.038030008,0.610787732,0.299685895,0.192224948,0.870180677,0.88610972,310.5729798,1.812625415,115.1915182
20,0.520616486,2.585948733,0.2069922,0.231829184,0.10378687,0.870105108,0.759017071,308.9972788,0.933299234,114.6070907
24,0.704720344,1.892500724,0.724089901,0.169034365,0.170839816,0.870058774,0.803677232,290.4328125,1.380924033,107.7215302
24,0.642772504,2.652762115,0.417943089,0.260739116,0.11856448,0.870044469,0.629205304,290.4600498,1.241816813,107.7316325
23,0.688945464,2.012546297,0.530213498,0.274384955,0.236394224,0.870003967,0.711326009,311.4553058,2.190341904,115.5187729
21,0.580284185,2.607780407,0.33951641,0.339810094,0.286186375,0.869896368,0.838839317,293.2375788,2.677451658,108.761818
21,0.784000479,2.469948947,0.736233985,0.287238635,0.171132519,0.869592102,0.804820843,309.5499727,1.715531424,114.8120849
23,0.743145239,3.35049975,0.359202878,0.315453209,0.148099929,0.869421453,0.712528417,290.8194948,1.670386248,107.8649506
20,0.558862602,1.459954738,0.541458594,0.310229355,0.184458627,0.869260042,0.850669269,291.1497892,1.834374302,107.9874568
21,0.59515168,2.265784179,0.384237552,0.212713031,0.136333949,0.869228563,0.855339641,308.8157006,1.181868971,114.5397434
24,0.499163718,1.827739369,0.438976832,0.28473208,0.120890379,0.869122635,0.804926363,308.7717652,1.261273451,114.5234477
20,0.746651591,3.251647474,0.216038931,0.349922719,0.136486154,0.868828458,0.86590189,308.6222917,1.627803563,114.468008
23,0.550270339,2.410971844,0.558397292,0.233359967,0.119502705,0.868768934,0.614609447,289.6332573,1.173661782,107.4249751
24,0.420707271,1.931734275,0.258591552,0.332678273,0.279947637,0.868726941,0.524812971,311.9681075,2.643021671,115.7089711
20,0.331732909,1.834808208,0.321959554,0.280351316,0.292650497,0.868478989,0.7822274,292.1093538,2.407808901,108.3433593
24,0.724675641,2.087479258,0.472187594,0.325716141,0.101117099,0.868310611,0.844330761,288.617534,1.350435704,107.0482433
23,0.668081352,1.796264725,0.706891667,0.193511692,0.136026845,0.868298001,0.771086901,289.1918238,1.191864639,107.2612474
22,0.770590192,2.321782104,0.393374429,0.202698376,0.212716964,0.868125872,0.799937816,309.3995554,1.7710323,114.7562951
23,0.714018681,3.357110018,0.494698607,0.334385536,0.230209331,0.868124326,0.80465073,309.9676121,2.273729367,114.9669873
22,0.660708698,1.817328844,0.490837509,0.327827538,0.205535422,0.868105163,0.893789098,309.4343681,2.077556426,114.7692071
24,0.296993236,2.555188817,0.222357263,0.304330714,0.15911612,0.868006751,0.633108685,290.6290863,1.617669674,107.7943281
24,0.250869978,1.49609272,0.378993765,0.238893024,0.254703388,0.867993638,0.880743003,310.4372844,2.085233429,115.1411888
23,0.773608506,1.772148173,0.601381696,0.346759706,0.16166984,0.86776174,0.856010319,289.6234556,1.802325695,107.4213397
21,0.598242676,3.043854804,0.249494194,0.15041166,0.273212604,0.867685937,0.617379833,292.4452204,2.112892667,108.4679323
20,0.702249894,2.581247394,0.268258339,0.309483218,0.232943518,0.867648497,0.533853907,291.8950506,2.332227473,108.2638743
23,0.525458742,1.912659761,0.594599148,0.236954092,0.286284135,0.867647428,0.74783872,311.0399256,2.369768358,115.3647084
22,0.462947666,3.339982091,0.350911404,0.180691172,0.155770662,0.867603363,0.724392551,308.9308321,1.239257823,114.5824456
21,0.449840323,1.891842699,0.735839967,0.152555711,0.192827334,0.867450231,0.526994793,309.7750677,1.467383523,114.8955726
22,0.661839342,2.236525757,0.222824227,0.151615105,0.265357393,0.867403899,0.566875466,310.9508352,2.083731918,115.3316648
23,0.683088358,2.501059781,0.243756735,0.36143557,0.158924948,0.867337395,0.528638547,309.2481094,1.971480782,114.7001238
23,0.424196792,2.864533571,0.220860544,0.275541821,0.299825917,0.867286838,0.6886813,311.059,2.516251674,115.3717831
23,0.797985263,1.894154494,0.476656521,0.355688368,0.267459604,0.86696883,0.6521845,292.412639,2.691925301,108.4558478
21,0.599679551,2.336384131,0.558984564,0.281508394,0.23811712,0.866954794,0.667145067,291.5926819,2.198006301,108.1517257
21,0.218222797,2.987961901,0.314586686,0.344960301,0.274694381,0.866671192,0.597574874,292.9339225,2.601602372,108.6491919
22,0.697335512,1.330194008,0.605357957,0.367485038,0.281999613,0.866669701,0.612406108,311.155964,2.810581863,115.407747
24,0.580995108,2.403958054,0.260704076,0.255170342,0.183338399,0.866512147,0.702394609,290.6219513,1.711405182,107.7916817
21,0.210295913,2.529526926,0.76905597,0.330914785,0.241316833,0.866431589,0.625411864,292.0215517,2.245286624,108.3107935
22,0.742974388,1.734206309,0.444383689,0.330817149,0.257682892,0.866124951,0.553746673,310.8130425,2.55250259,115.2805575
22,0.705577707,1.742412558,0.35179095,0.298822721,0.150548997,0.865887436,0.607610985,290.4791442,1.656645713,107.7387146
