Cooling_SP,Wall_U,Window_U ,Floor_U,Roof_U,Window_SHGC,Infiltration_rate ,Sensible HR_Eff,EUI-Mid-future,IDD-Mid-future,OCI-Mid-future
22,0.70526337,1.121221831,0.635609744,0.356337464,0.220963893,0.976331349,0.524131313,315.2772027,2.278744404,116.9363145
21,0.38233462,1.668861517,0.417259037,0.249660403,0.198967158,0.976193516,0.896759748,331.9281448,1.637820477,123.1121489
20,0.617227486,2.072257624,0.590025425,0.191539505,0.289557912,0.975990741,0.583483879,315.2996552,2.362295957,116.9446421
23,0.270303496,3.219538078,0.279873967,0.384519445,0.162668365,0.975504701,0.812065189,312.6986948,1.796177427,115.9799459
20,0.408123269,2.576977721,0.219565591,0.350881326,0.286744877,0.975465002,0.528251507,315.7667631,2.710511103,117.1178924
24,0.368171827,2.734424446,0.437415848,0.31786667,0.271463621,0.975329164,0.666926366,334.1601456,2.482349496,123.939998
23,0.393005943,1.344266903,0.236603546,0.167102703,0.270080074,0.975055009,0.583080156,334.364809,2.044908708,124.0159076
23,0.215920922,1.63676604,0.719283003,0.214766589,0.228497531,0.974905084,0.709337426,314.3357785,1.806228576,116.5871403
23,0.469836188,2.584488922,0.527857637,0.221253709,0.281380485,0.974823492,0.763509809,314.4802042,2.26956302,116.6407077
22,0.73667612,2.415882751,0.787643937,0.285493925,0.163187674,0.974598489,0.878443821,331.0752273,1.658036576,122.7958018
20,0.50368916,2.857484792,0.391860568,0.3288752,0.105575545,0.974172144,0.754314619,312.1388248,1.296331986,115.7722901
22,0.667231541,2.503118088,0.301100473,0.339360946,0.250739551,0.974070412,0.882333992,333.4345927,2.400744314,123.6708904
24,0.255043678,3.318286066,0.335000664,0.305936447,0.186855886,0.974049286,0.781780226,313.7488375,1.803997428,116.3694438
20,0.46460999,1.25208629,0.567864043,0.250404793,0.176709074,0.974008467,0.523239249,313.3376029,1.664286492,116.2169169
21,0.381617296,3.004661517,0.735474242,0.232354569,0.27485275,0.973914441,0.827364122,314.6104723,2.182855679,116.6890242
24,0.755288254,2.866648923,0.301452621,0.210796292,0.127532154,0.973804324,0.769908935,311.65832,1.181330631,115.5940709
20,0.218780949,2.137868538,0.717004973,0.174172929,0.152894217,0.973771252,0.692669667,312.0894919,1.157434683,115.7539925
21,0.548205681,3.238296583,0.703468276,0.255640132,0.102556278,0.973745736,0.854775759,330.1692927,1.110482904,122.4597907
23,0.581563027,2.821072528,0.743461579,0.262586275,0.111608498,0.973561368,0.816351131,311.7727398,1.194463502,115.6365092
24,0.690335447,3.460723007,0.563311487,0.292277871,0.1265902,0.973534407,0.633980722,312.0065446,1.431359505,115.7232274
22,0.250909655,2.467211132,0.590165106,0.228698431,0.137438982,0.97348668,0.800814559,330.565196,1.148629868,122.6066312
21,0.763168734,2.01796823,0.507627748,0.264058592,0.212791037,0.973438251,0.713978018,314.2944283,1.951929765,116.5718035
24,0.622938371,3.307496822,0.666744409,0.265206176,0.19330892,0.973430018,0.836812982,331.9250271,1.753691946,123.1109925
23,0.546892421,1.551005173,0.607187256,0.284903928,0.266482527,0.973396422,0.763686528,314.5140206,2.381906652,116.6532502
24,0.39060305,1.85239018,0.506018053,0.318438636,0.227873323,0.97298277,0.651613636,314.5909825,2.182424646,116.6817954
24,0.406362865,3.48515794,0.729779423,0.237094456,0.207582582,0.972822065,0.649084194,332.1887919,1.784455397,123.2088229
24,0.722608187,1.158103922,0.559168566,0.396826032,0.296375708,0.972690053,0.777696762,334.0608052,2.975511723,123.9031527
20,0.3417674,1.851949912,0.430682656,0.294733845,0.107342143,0.972339441,0.53659922,312.1204033,1.235044725,115.7654576
24,0.205460342,1.846571027,0.72141098,0.318873508,0.131036632,0.972309958,0.579084232,312.0886083,1.464848466,115.7536648
22,0.472888644,2.649690294,0.697399419,0.153714697,0.171626151,0.97226528,0.50761468,312.9093044,1.35184557,116.058061
24,0.654808118,3.378558324,0.780013911,0.164232248,0.158961407,0.972165958,0.641423607,330.4377377,1.304913687,122.5593569
23,0.412674815,3.156821447,0.510343203,0.376914533,0.233680111,0.972007628,0.730739358,333.0068015,2.367760337,123.5122227
24,0.543011318,3.175536135,0.525980427,0.227017313,0.219270134,0.971668956,0.635651527,314.2192617,1.89074406,116.5439242
24,0.59449584,1.993114943,0.212992767,0.291349179,0.162875207,0.971101118,0.869308709,311.9848079,1.634175263,115.7151653
20,0.754018977,1.10567642,0.772998426,0.153039755,0.209000062,0.971052742,0.890075152,331.2393104,1.608873083,122.8566602
20,0.417866108,1.853189863,0.203896199,0.277549362,0.118605733,0.970579676,0.525330433,330.2721252,1.240529519,122.4979312
24,0.318425091,2.009052835,0.685222403,0.165642868,0.127934167,0.970537828,0.647238869,329.9220935,1.004979543,122.3681045
24,0.43778668,2.581391144,0.390879166,0.205330024,0.16500612,0.970257733,0.743811424,330.0842602,1.359446862,122.4282521
24,0.511894575,2.69493136,0.308210473,0.16826857,0.127229284,0.970054067,0.659083829,311.3849256,1.041708695,115.4926689
24,0.291100654,1.636834609,0.244918093,0.214288656,0.220674772,0.970021195,0.785614848,331.7334525,1.771185569,123.0399375
21,0.418825353,1.870150094,0.527477596,0.387547615,0.214638932,0.969856984,0.50926118,314.8385067,2.279970402,116.7736021
20,0.569970821,2.018248266,0.454950722,0.313913941,0.216144625,0.969757692,0.79623257,313.8483965,2.081665106,116.4063702
21,0.345661393,3.249586652,0.683251042,0.2381277,0.164094673,0.969501414,0.784914574,311.6489463,1.396635855,115.5905942
24,0.307406147,1.926658242,0.209463859,0.392372278,0.229372222,0.969147759,0.647598892,332.2156885,2.369340608,123.2187989
21,0.236663867,2.847554652,0.596789953,0.266595553,0.155833371,0.969134823,0.748308132,311.0038565,1.442136915,115.3513304
23,0.599856465,1.503365531,0.715000462,0.294075775,0.127333987,0.96870065,0.794174629,329.8510508,1.393937255,122.3417548
23,0.364324943,3.255252436,0.201740998,0.220580675,0.141932245,0.968542509,0.856113346,310.702295,1.18884438,115.2394812
22,0.787786266,1.656522424,0.36224394,0.278922537,0.12418291,0.968316261,0.821851369,310.612919,1.336423824,115.2063316
24,0.620956817,2.678229192,0.222418241,0.22064143,0.170587037,0.968122474,0.557527049,330.7413533,1.579184958,122.671968
22,0.380777435,3.123665966,0.25265234,0.177312426,0.156992256,0.967929383,0.817550034,310.7873825,1.17511991,115.2710402
22,0.575670861,3.170247862,0.25813312,0.325217706,0.191947122,0.967897856,0.541546968,331.3038763,1.99729404,122.8806077
21,0.223501748,1.72502936,0.390430942,0.290213757,0.221967853,0.967834537,0.576665233,313.9320883,2.050972094,116.4374116
22,0.264086583,2.596554333,0.27452239,0.225071248,0.273369938,0.967821157,0.570406506,314.5061329,2.216132744,116.6503247
21,0.223535093,1.411161663,0.218282321,0.237308556,0.293390045,0.96772856,0.782915943,314.4923463,2.339351193,116.6452112
22,0.627759279,2.941818982,0.261001101,0.287036367,0.292248402,0.96772363,0.672423159,314.619524,2.57872622,116.6923814
23,0.784289747,1.713709925,0.320947662,0.224623832,0.157422313,0.967458407,0.711361513,310.7479156,1.50475659,115.2564019
22,0.475323566,2.557444204,0.790142132,0.186955707,0.125513771,0.967364564,0.70472505,329.3488515,1.065033945,122.155489
23,0.734120069,1.3110109,0.796484998,0.304754983,0.268782329,0.967323034,0.896048344,314.2972223,2.504633576,116.5728397
23,0.677982881,1.582012513,0.68159576,0.177658145,0.26961324,0.967237697,0.533525256,332.6433983,2.151820341,123.3774364
21,0.553015264,2.503649302,0.567827122,0.216010498,0.222924417,0.967234837,0.740932686,331.1916994,1.836332981,122.8390013
23,0.240254999,1.578928452,0.265250129,0.310510783,0.176507875,0.966767848,0.607144049,312.3145181,1.778610693,115.8374548
24,0.420251752,3.286548125,0.341922573,0.205125502,0.125548597,0.966752239,0.830736212,310.6717417,1.057829246,115.228149
21,0.215919658,2.207032986,0.22715426,0.155476021,0.276426492,0.966667662,0.846338294,314.2536283,2.007449381,116.5566707
